"","year","Event.State","count"
"1149",2001,"CO",45
"1150",2001,"CT",14
"1151",2001,"DE",5
"1152",2001,"FL",160
"1153",2001,"GA",45
"1154",2001,"HI",12
"1155",2001,"IA",21
"1156",2001,"ID",15
"1157",2001,"IL",66
"1158",2001,"IN",48
"1159",2001,"KS",44
"1160",2001,"KY",15
"1161",2001,"LA",23
"1162",2001,"MA",32
"1163",2001,"MD",16
"1164",2001,"ME",13
"1165",2001,"MI",66
"1166",2001,"MN",42
"1167",2001,"MO",70
"1168",2001,"MS",24
"1169",2001,"MT",21
"1170",2001,"NC",36
"1171",2001,"ND",12
"1172",2001,"NE",37
"1173",2001,"NH",12
"1174",2001,"NJ",66
"1175",2001,"NM",17
"1176",2001,"NV",32
"1177",2001,"NY",101
"1178",2001,"OH",67
"1179",2001,"OK",26
"1180",2001,"OR",26
"1181",2001,"PA",144
"1182",2001,"RI",4
"1183",2001,"SC",19
"1184",2001,"SD",9
"1185",2001,"TN",25
"1186",2001,"TX",100
"1187",2001,"UT",45
"1188",2001,"VA",37
"1189",2001,"VT",1
"1190",2001,"WA",36
"1191",2001,"WI",32
"1192",2001,"WV",14
"1193",2001,"WY",7
"1194",2002,"AK",68
"1195",2002,"AL",31
"1196",2002,"AR",38
"1197",2002,"AZ",63
"1198",2002,"CA",162
"1199",2002,"CO",54
"1200",2002,"CT",12
"1201",2002,"DE",2
"1202",2002,"FL",171
"1203",2002,"GA",46
"1204",2002,"HI",17
"1205",2002,"IA",20
"1206",2002,"ID",24
"1207",2002,"IL",65
"1208",2002,"IN",49
"1209",2002,"KS",40
"1210",2002,"KY",17
"1211",2002,"LA",37
"1212",2002,"MA",32
"1213",2002,"MD",21
"1214",2002,"ME",11
"1215",2002,"MI",50
"1216",2002,"MN",32
"1217",2002,"MO",53
"1218",2002,"MS",18
"1219",2002,"MT",18
"1220",2002,"NC",41
"1221",2002,"ND",9
"1222",2002,"NE",43
"1223",2002,"NH",6
"1224",2002,"NJ",34
"1225",2002,"NM",19
"1226",2002,"NV",24
"1227",2002,"NY",88
"1228",2002,"OH",48
"1229",2002,"OK",30
"1230",2002,"OR",29
"1231",2002,"PA",87
"1232",2002,"RI",2
"1233",2002,"SC",29
"1234",2002,"SD",11
"1235",2002,"TN",29
"1236",2002,"TX",128
"1237",2002,"UT",25
"1238",2002,"VA",40
"1239",2002,"VT",2
"1240",2002,"WA",51
"1241",2002,"WI",34
"1242",2002,"WV",7
"1243",2002,"WY",14
"1244",2003,"AK",41
"1245",2003,"AL",26
"1246",2003,"AR",30
"1247",2003,"AZ",55
"1248",2003,"CA",153
"1249",2003,"CO",43
"1250",2003,"CT",15
"1251",2003,"DE",1
"1252",2003,"FL",165
"1253",2003,"GA",60
"1254",2003,"HI",11
"1255",2003,"IA",12
"1256",2003,"ID",18
"1257",2003,"IL",64
"1258",2003,"IN",54
"1259",2003,"KS",41
"1260",2003,"KY",15
"1261",2003,"LA",31
"1262",2003,"MA",38
"1263",2003,"MD",17
"1264",2003,"ME",10
"1265",2003,"MI",46
"1266",2003,"MN",38
"1267",2003,"MO",43
"1268",2003,"MS",11
"1269",2003,"MT",12
"1270",2003,"NC",45
"1271",2003,"ND",6
"1272",2003,"NE",29
"1273",2003,"NH",3
"1274",2003,"NJ",39
"1275",2003,"NM",25
"1276",2003,"NV",36
"1277",2003,"NY",76
"1278",2003,"OH",58
"1279",2003,"OK",26
"1280",2003,"OR",28
"1281",2003,"PA",79
"1282",2003,"RI",7
"1283",2003,"SC",25
"1284",2003,"SD",8
"1285",2003,"TN",31
"1286",2003,"TX",118
"1287",2003,"UT",27
"1288",2003,"VA",40
"1289",2003,"VT",2
"1290",2003,"WA",47
"1291",2003,"WI",30
"1292",2003,"WV",11
"1293",2003,"WY",8
"1294",2004,"AK",51
"1295",2004,"AL",25
"1296",2004,"AR",26
"1297",2004,"AZ",72
"1298",2004,"CA",211
"1299",2004,"CO",56
"1300",2004,"CT",11
"1301",2004,"DE",1
"1302",2004,"FL",127
"1303",2004,"GA",18
"1304",2004,"HI",17
"1305",2004,"IA",16
"1306",2004,"ID",20
"1307",2004,"IL",65
"1308",2004,"IN",58
"1309",2004,"KS",36
"1310",2004,"KY",26
"1311",2004,"LA",28
"1312",2004,"MA",27
"1313",2004,"MD",13
"1314",2004,"ME",10
"1315",2004,"MI",48
"1316",2004,"MN",36
"1317",2004,"MO",48
"1318",2004,"MS",12
"1319",2004,"MT",16
"1320",2004,"NC",34
"1321",2004,"ND",5
"1322",2004,"NE",24
"1323",2004,"NH",4
"1324",2004,"NJ",25
"1325",2004,"NM",33
"1326",2004,"NV",28
"1327",2004,"NY",65
"1328",2004,"OH",76
"1329",2004,"OK",35
"1330",2004,"OR",23
"1331",2004,"PA",68
"1332",2004,"RI",4
"1333",2004,"SC",21
"1334",2004,"SD",12
"1335",2004,"TN",12
"1336",2004,"TX",103
"1337",2004,"UT",22
"1338",2004,"VA",36
"1339",2004,"VT",3
"1340",2004,"WA",44
"1341",2004,"WI",29
"1342",2004,"WV",7
"1343",2004,"WY",15
"1344",2005,"AK",47
"1345",2005,"AL",15
"1346",2005,"AR",18
"1347",2005,"AZ",63
"1348",2005,"CA",162
"1349",2005,"CO",39
"1350",2005,"CT",11
"1351",2005,"DE",2
"1352",2005,"FL",141
"1353",2005,"GA",38
"1354",2005,"HI",10
"1355",2005,"IA",13
"1356",2005,"ID",13
"1357",2005,"IL",52
"1358",2005,"IN",42
"1359",2005,"KS",28
"1360",2005,"KY",15
"1361",2005,"LA",34
"1362",2005,"MA",24
"1363",2005,"MD",15
"1364",2005,"ME",7
"1365",2005,"MI",43
"1366",2005,"MN",37
"1367",2005,"MO",41
"1368",2005,"MS",14
"1369",2005,"MT",13
"1370",2005,"NC",41
"1371",2005,"ND",7
"1372",2005,"NE",50
"1373",2005,"NH",6
"1374",2005,"NJ",29
"1375",2005,"NM",31
"1376",2005,"NV",18
"1377",2005,"NY",51
"1378",2005,"OH",46
"1379",2005,"OK",26
"1380",2005,"OR",15
"1381",2005,"PA",53
"1382",2005,"RI",2
"1383",2005,"SC",26
"1384",2005,"SD",8
"1385",2005,"TN",20
"1386",2005,"TX",114
"1387",2005,"UT",21
"1388",2005,"VA",30
"1389",2005,"VT",2
"1390",2005,"WA",27
"1391",2005,"WI",32
"1392",2005,"WV",8
"1393",2005,"WY",11
"1394",2006,"AK",44
"1395",2006,"AL",12
"1396",2006,"AR",12
"1397",2006,"AZ",73
"1398",2006,"CA",154
"1399",2006,"CO",41
"1400",2006,"CT",11
"1401",2006,"DE",1
"1402",2006,"FL",108
"1403",2006,"GA",27
"1404",2006,"HI",6
"1405",2006,"IA",12
"1406",2006,"ID",15
"1407",2006,"IL",60
"1408",2006,"IN",34
"1409",2006,"KS",39
"1410",2006,"KY",12
"1411",2006,"LA",29
"1412",2006,"MA",29
"1413",2006,"MD",14
"1414",2006,"ME",5
"1415",2006,"MI",48
"1416",2006,"MN",33
"1417",2006,"MO",41
"1418",2006,"MS",11
"1419",2006,"MT",18
"1420",2006,"NC",36
"1421",2006,"ND",12
"1422",2006,"NE",33
"1423",2006,"NH",3
"1424",2006,"NJ",33
"1425",2006,"NM",21
"1426",2006,"NV",28
"1427",2006,"NY",37
"1428",2006,"OH",39
"1429",2006,"OK",25
"1430",2006,"OR",19
"1431",2006,"PA",55
"1432",2006,"SC",24
"1433",2006,"SD",13
"1434",2006,"TN",25
"1435",2006,"TX",96
"1436",2006,"UT",16
"1437",2006,"VA",24
"1438",2006,"VT",2
"1439",2006,"WA",37
"1440",2006,"WI",30
"1441",2006,"WV",8
"1442",2006,"WY",2
"1443",2007,"AK",50
"1444",2007,"AL",19
"1445",2007,"AR",22
"1446",2007,"AZ",65
"1447",2007,"CA",192
"1448",2007,"CO",49
"1449",2007,"CT",14
"1450",2007,"DE",3
"1451",2007,"FL",131
"1452",2007,"GA",40
"1453",2007,"HI",7
"1454",2007,"IA",27
"1455",2007,"ID",23
"1456",2007,"IL",49
"1457",2007,"IN",29
"1458",2007,"KS",36
"1459",2007,"KY",12
"1460",2007,"LA",14
"1461",2007,"MA",27
"1462",2007,"MD",22
"1463",2007,"ME",13
"1464",2007,"MI",36
"1465",2007,"MN",30
"1466",2007,"MO",28
"1467",2007,"MS",5
"1468",2007,"MT",8
"1469",2007,"NC",28
"1470",2007,"ND",8
"1471",2007,"NE",44
"1472",2007,"NH",6
"1473",2007,"NJ",29
"1474",2007,"NM",22
"1475",2007,"NV",28
"1476",2007,"NY",32
"1477",2007,"OH",37
"1478",2007,"OK",20
"1479",2007,"OR",12
"1480",2007,"PA",56
"1481",2007,"RI",9
"1482",2007,"SC",15
"1483",2007,"SD",11
"1484",2007,"TN",26
"1485",2007,"TX",94
"1486",2007,"UT",25
"1487",2007,"VA",30
"1488",2007,"VT",3
"1489",2007,"WA",27
"1490",2007,"WI",34
"1491",2007,"WV",5
"1492",2007,"WY",6
"1493",2008,"AK",39
"1494",2008,"AL",16
"1495",2008,"AR",22
"1496",2008,"AZ",71
"1497",2008,"CA",171
"1498",2008,"CO",38
"1499",2008,"CT",12
"1500",2008,"DE",1
"1501",2008,"FL",161
"1502",2008,"GA",34
"1503",2008,"HI",13
"1504",2008,"IA",13
"1505",2008,"ID",19
"1506",2008,"IL",62
"1507",2008,"IN",38
"1508",2008,"KS",46
"1509",2008,"KY",31
"1510",2008,"LA",12
"1511",2008,"MA",27
"1512",2008,"MD",10
"1513",2008,"ME",6
"1514",2008,"MI",31
"1515",2008,"MN",33
"1516",2008,"MO",26
"1517",2008,"MS",15
"1518",2008,"MT",14
"1519",2008,"NC",24
"1520",2008,"ND",11
"1521",2008,"NE",38
"1522",2008,"NH",6
"1523",2008,"NJ",26
"1524",2008,"NM",12
"1525",2008,"NV",32
"1526",2008,"NY",27
"1527",2008,"OH",39
"1528",2008,"OK",28
"1529",2008,"OR",26
"1530",2008,"PA",57
"1531",2008,"RI",1
"1532",2008,"SC",19
"1533",2008,"SD",7
"1534",2008,"TN",18
"1535",2008,"TX",123
"1536",2008,"UT",24
"1537",2008,"VA",26
"1538",2008,"VT",3
"1539",2008,"WA",47
"1540",2008,"WI",37
"1541",2008,"WV",8
"1542",2008,"WY",5
"1543",2009,"AK",59
"1544",2009,"AL",21
"1545",2009,"AR",15
"1546",2009,"AZ",36
"1547",2009,"CA",158
"1548",2009,"CO",41
"1549",2009,"CT",10
"1550",2009,"DE",3
"1551",2009,"FL",139
"1552",2009,"GA",48
"1553",2009,"HI",13
"1554",2009,"IA",11
"1555",2009,"ID",16
"1556",2009,"IL",29
"1557",2009,"IN",19
"1558",2009,"KS",35
"1559",2009,"KY",17
"1560",2009,"LA",16
"1561",2009,"MA",27
"1562",2009,"MD",12
"1563",2009,"ME",8
"1564",2009,"MI",20
"1565",2009,"MN",24
"1566",2009,"MO",28
"1567",2009,"MS",8
"1568",2009,"MT",10
"1569",2009,"NC",23
"1570",2009,"ND",8
"1571",2009,"NE",45
"1572",2009,"NH",5
"1573",2009,"NJ",27
"1574",2009,"NM",24
"1575",2009,"NV",20
"1576",2009,"NY",22
"1577",2009,"OH",34
"1578",2009,"OK",12
"1579",2009,"OR",22
"1580",2009,"PA",43
"1581",2009,"RI",7
"1582",2009,"SC",10
"1583",2009,"SD",10
"1584",2009,"TN",17
"1585",2009,"TX",91
"1586",2009,"UT",25
"1587",2009,"VA",20
"1588",2009,"VT",2
"1589",2009,"WA",29
"1590",2009,"WI",15
"1591",2009,"WV",3
"1592",2009,"WY",5
"1593",2010,"AK",44
"1594",2010,"AL",27
"1595",2010,"AR",19
"1596",2010,"AZ",38
"1597",2010,"CA",155
"1598",2010,"CO",33
"1599",2010,"CT",15
"1600",2010,"DE",1
"1601",2010,"FL",138
"1602",2010,"GA",47
"1603",2010,"HI",9
"1604",2010,"IA",16
"1605",2010,"ID",14
"1606",2010,"IL",38
"1607",2010,"IN",32
"1608",2010,"KS",21
"1609",2010,"KY",17
"1610",2010,"LA",14
"1611",2010,"MA",26
"1612",2010,"MD",9
"1613",2010,"ME",11
"1614",2010,"MI",36
"1615",2010,"MN",34
"1616",2010,"MO",26
"1617",2010,"MS",11
"1618",2010,"MT",9
"1619",2010,"NC",26
"1620",2010,"ND",6
"1621",2010,"NE",37
"1622",2010,"NH",6
"1623",2010,"NJ",30
"1624",2010,"NM",12
"1625",2010,"NV",25
"1626",2010,"NY",39
"1627",2010,"OH",42
"1628",2010,"OK",21
"1629",2010,"OR",27
"1630",2010,"PA",46
"1631",2010,"RI",8
"1632",2010,"SC",17
"1633",2010,"SD",8
"1634",2010,"TN",29
"1635",2010,"TX",110
"1636",2010,"UT",16
"1637",2010,"VA",32
"1638",2010,"VT",4
"1639",2010,"WA",29
"1640",2010,"WI",29
"1641",2010,"WV",6
"1642",2010,"WY",9
"1643",2011,"AK",45
"1644",2011,"AL",19
"1645",2011,"AR",10
"1646",2011,"AZ",61
"1647",2011,"CA",170
"1648",2011,"CO",29
"1649",2011,"CT",11
"1650",2011,"FL",153
"1651",2011,"GA",30
"1652",2011,"HI",9
"1653",2011,"IA",13
"1654",2011,"ID",10
"1655",2011,"IL",35
"1656",2011,"IN",24
"1657",2011,"KS",24
"1658",2011,"KY",9
"1659",2011,"LA",31
"1660",2011,"MA",14
"1661",2011,"MD",15
"1662",2011,"ME",10
"1663",2011,"MI",34
"1664",2011,"MN",16
"1665",2011,"MO",29
"1666",2011,"MS",8
"1667",2011,"MT",7
"1668",2011,"NC",31
"1669",2011,"ND",19
"1670",2011,"NE",24
"1671",2011,"NH",6
"1672",2011,"NJ",24
"1673",2011,"NM",18
"1674",2011,"NV",19
"1675",2011,"NY",31
"1676",2011,"OH",31
"1677",2011,"OK",19
"1678",2011,"OR",28
"1679",2011,"PA",41
"1680",2011,"RI",3
"1681",2011,"SC",19
"1682",2011,"SD",7
"1683",2011,"TN",26
"1684",2011,"TX",101
"1685",2011,"UT",17
"1686",2011,"VA",33
"1687",2011,"VT",2
"1688",2011,"WA",29
"1689",2011,"WI",26
"1690",2011,"WV",7
"1691",2011,"WY",4
"1692",2012,"AK",76
"1693",2012,"AL",14
"1694",2012,"AR",20
"1695",2012,"AZ",65
"1696",2012,"CA",132
"1697",2012,"CO",40
"1698",2012,"CT",13
"1699",2012,"DE",3
"1700",2012,"FL",150
"1701",2012,"GA",26
"1702",2012,"HI",7
"1703",2012,"IA",19
"1704",2012,"ID",15
"1705",2012,"IL",40
"1706",2012,"IN",27
"1707",2012,"KS",22
"1708",2012,"KY",7
"1709",2012,"LA",12
"1710",2012,"MA",21
"1711",2012,"MD",13
"1712",2012,"ME",3
"1713",2012,"MI",44
"1714",2012,"MN",29
"1715",2012,"MO",22
"1716",2012,"MS",11
"1717",2012,"MT",8
"1718",2012,"NC",31
"1719",2012,"ND",10
"1720",2012,"NE",31
"1721",2012,"NH",3
"1722",2012,"NJ",29
"1723",2012,"NM",15
"1724",2012,"NV",19
"1725",2012,"NY",27
"1726",2012,"OH",21
"1727",2012,"OK",18
"1728",2012,"OR",19
"1729",2012,"PA",29
"1730",2012,"RI",8
"1731",2012,"SC",18
"1732",2012,"SD",7
"1733",2012,"TN",23
"1734",2012,"TX",102
"1735",2012,"UT",16
"1736",2012,"VA",22
"1737",2012,"VT",2
"1738",2012,"WA",30
"1739",2012,"WI",33
"1740",2012,"WV",7
"1741",2012,"WY",6
"1742",2013,"AK",50
"1743",2013,"AL",20
"1744",2013,"AR",19
"1745",2013,"AZ",85
"1746",2013,"CA",154
"1747",2013,"CO",26
"1748",2013,"CT",12
"1749",2013,"DE",3
"1750",2013,"FL",167
"1751",2013,"GA",28
"1752",2013,"HI",8
"1753",2013,"IA",13
"1754",2013,"ID",5
"1755",2013,"IL",30
"1756",2013,"IN",22
"1757",2013,"KS",21
"1758",2013,"KY",14
"1759",2013,"LA",17
"1760",2013,"MA",19
"1761",2013,"MD",13
"1762",2013,"ME",4
"1763",2013,"MI",32
"1764",2013,"MN",30
"1765",2013,"MO",15
"1766",2013,"MS",10
"1767",2013,"MT",6
"1768",2013,"NC",33
"1769",2013,"ND",9
"1770",2013,"NE",27
"1771",2013,"NH",9
"1772",2013,"NJ",22
"1773",2013,"NM",18
"1774",2013,"NV",13
"1775",2013,"NY",14
"1776",2013,"OH",26
"1777",2013,"OK",27
"1778",2013,"OR",13
"1779",2013,"PA",25
"1780",2013,"RI",2
"1781",2013,"SC",23
"1782",2013,"SD",5
"1783",2013,"TN",13
"1784",2013,"TX",96
"1785",2013,"UT",19
"1786",2013,"VA",29
"1787",2013,"VT",1
"1788",2013,"WA",25
"1789",2013,"WI",17
"1790",2013,"WV",8
"1791",2013,"WY",2
"1792",2014,"AK",51
"1793",2014,"AL",15
"1794",2014,"AR",18
"1795",2014,"AZ",46
"1796",2014,"CA",138
"1797",2014,"CO",23
"1798",2014,"CT",15
"1799",2014,"DE",3
"1800",2014,"FL",129
"1801",2014,"GA",23
"1802",2014,"HI",8
"1803",2014,"IA",12
"1804",2014,"ID",18
"1805",2014,"IL",34
"1806",2014,"IN",27
"1807",2014,"KS",24
"1808",2014,"KY",7
"1809",2014,"LA",21
"1810",2014,"MA",21
"1811",2014,"MD",14
"1812",2014,"ME",7
"1813",2014,"MI",22
"1814",2014,"MN",22
"1815",2014,"MO",16
"1816",2014,"MS",3
"1817",2014,"MT",8
"1818",2014,"NC",23
"1819",2014,"ND",10
"1820",2014,"NE",13
"1821",2014,"NH",4
"1822",2014,"NJ",22
"1823",2014,"NM",13
"1824",2014,"NV",9
"1825",2014,"NY",28
"1826",2014,"OH",22
"1827",2014,"OK",23
"1828",2014,"OR",4
"1829",2014,"PA",26
"1830",2014,"RI",3
"1831",2014,"SC",21
"1832",2014,"SD",3
"1833",2014,"TN",23
"1834",2014,"TX",102
"1835",2014,"UT",16
"1836",2014,"VA",19
"1837",2014,"VT",5
"1838",2014,"WA",19
"1839",2014,"WI",16
"1840",2014,"WV",2
"1841",2014,"WY",5
"1842",2015,"AK",43
"1843",2015,"AL",9
"1844",2015,"AR",17
"1845",2015,"AZ",47
"1846",2015,"CA",168
"1847",2015,"CO",42
"1848",2015,"CT",5
"1849",2015,"DE",2
"1850",2015,"FL",119
"1851",2015,"GA",28
"1852",2015,"HI",4
"1853",2015,"IA",6
"1854",2015,"ID",10
"1855",2015,"IL",32
"1856",2015,"IN",16
"1857",2015,"KS",18
"1858",2015,"KY",11
"1859",2015,"LA",12
"1860",2015,"MA",11
"1861",2015,"MD",8
"1862",2015,"ME",6
"1863",2015,"MI",19
"1864",2015,"MN",20
"1865",2015,"MO",18
"1866",2015,"MS",12
"1867",2015,"MT",9
"1868",2015,"NC",21
"1869",2015,"ND",12
"1870",2015,"NE",12
"1871",2015,"NH",2
"1872",2015,"NJ",19
"1873",2015,"NM",11
"1874",2015,"NV",9
"1875",2015,"NY",28
"1876",2015,"OH",35
"1877",2015,"OK",11
"1878",2015,"OR",14
"1879",2015,"PA",28
"1880",2015,"RI",5
"1881",2015,"SC",16
"1882",2015,"SD",4
"1883",2015,"TN",14
"1884",2015,"TX",104
"1885",2015,"UT",10
"1886",2015,"VA",15
"1887",2015,"VT",8
"1888",2015,"WA",32
"1889",2015,"WI",23
"1890",2015,"WV",3
"1891",2015,"WY",8
"1892",2016,"AK",38
"1893",2016,"AL",10
"1894",2016,"AR",21
"1895",2016,"AZ",32
"1896",2016,"CA",162
"1897",2016,"CO",29
"1898",2016,"CT",10
"1899",2016,"DE",2
"1900",2016,"FL",163
"1901",2016,"GA",29
"1902",2016,"HI",8
"1903",2016,"IA",11
"1904",2016,"ID",6
"1905",2016,"IL",30
"1906",2016,"IN",19
"1907",2016,"KS",21
"1908",2016,"KY",5
"1909",2016,"LA",25
"1910",2016,"MA",21
"1911",2016,"MD",11
"1912",2016,"ME",5
"1913",2016,"MI",19
"1914",2016,"MN",19
"1915",2016,"MO",30
"1916",2016,"MS",6
"1917",2016,"MT",9
"1918",2016,"NC",31
"1919",2016,"ND",6
"1920",2016,"NE",11
"1921",2016,"NH",5
"1922",2016,"NJ",15
"1923",2016,"NM",24
"1924",2016,"NV",22
"1925",2016,"NY",18
"1926",2016,"OH",19
"1927",2016,"OK",19
"1928",2016,"OR",14
"1929",2016,"PA",20
"1930",2016,"RI",1
"1931",2016,"SC",23
"1932",2016,"SD",5
"1933",2016,"TN",26
"1934",2016,"TX",110
"1935",2016,"UT",14
"1936",2016,"VA",28
"1937",2016,"VT",2
"1938",2016,"WA",24
"1939",2016,"WI",26
"1940",2016,"WV",4
"1941",2016,"WY",3
"1942",2017,"AK",42
"1943",2017,"AL",18
"1944",2017,"AR",16
"1945",2017,"AZ",37
"1946",2017,"CA",118
"1947",2017,"CO",48
"1948",2017,"CT",5
"1949",2017,"DE",1
"1950",2017,"FL",174
"1951",2017,"GA",23
"1952",2017,"HI",4
"1953",2017,"IA",14
"1954",2017,"ID",10
"1955",2017,"IL",31
"1956",2017,"IN",14
"1957",2017,"KS",10
"1958",2017,"KY",10
"1959",2017,"LA",22
"1960",2017,"MA",14
"1961",2017,"MD",11
"1962",2017,"ME",7
"1963",2017,"MI",28
"1964",2017,"MN",14
"1965",2017,"MO",21
"1966",2017,"MS",4
"1967",2017,"MT",8
"1968",2017,"NC",30
"1969",2017,"ND",4
"1970",2017,"NE",10
"1971",2017,"NH",9
"1972",2017,"NJ",19
"1973",2017,"NM",20
"1974",2017,"NV",13
"1975",2017,"NY",31
"1976",2017,"OH",28
"1977",2017,"OK",17
"1978",2017,"OR",24
"1979",2017,"PA",23
"1980",2017,"RI",1
"1981",2017,"SC",8
"1982",2017,"SD",3
"1983",2017,"TN",18
"1984",2017,"TX",105
"1985",2017,"UT",17
"1986",2017,"VA",22
"1987",2017,"WA",24
"1988",2017,"WI",30
"1989",2017,"WV",2
"1990",2017,"WY",7
"1991",2018,"AK",14
"1992",2018,"AL",6
"1993",2018,"AR",5
"1994",2018,"AZ",14
"1995",2018,"CA",40
"1996",2018,"CO",15
"1997",2018,"CT",2
"1998",2018,"FL",84
"1999",2018,"GA",8
"2000",2018,"HI",5
"2001",2018,"IA",4
"2002",2018,"ID",3
"2003",2018,"IL",10
"2004",2018,"IN",17
"2005",2018,"KS",6
"2006",2018,"KY",7
"2007",2018,"LA",8
"2008",2018,"MA",11
"2009",2018,"MD",6
"2010",2018,"ME",2
"2011",2018,"MI",21
"2012",2018,"MN",9
"2013",2018,"MO",9
"2014",2018,"MS",1
"2015",2018,"MT",3
"2016",2018,"NC",13
"2017",2018,"ND",6
"2018",2018,"NE",2
"2019",2018,"NH",3
"2020",2018,"NJ",7
"2021",2018,"NM",3
"2022",2018,"NV",4
"2023",2018,"NY",12
"2024",2018,"OH",8
"2025",2018,"OK",6
"2026",2018,"OR",14
"2027",2018,"PA",9
"2028",2018,"RI",1
"2029",2018,"SC",12
"2030",2018,"SD",2
"2031",2018,"TN",9
"2032",2018,"TX",35
"2033",2018,"UT",1
"2034",2018,"VA",3
"2035",2018,"VT",1
"2036",2018,"WA",9
"2037",2018,"WI",5
"2038",2018,"WV",1
"2039",2018,"WY",1
