city1,city2,start,end,carrier_lg
"Charlotte, NC","Denver, CO",2008-01-01,2015-07-01,US
"Charlotte, NC","Denver, CO",2015-07-01,2018-07-01,AA
"Austin, TX","Las Vegas, NV",2008-01-01,2018-07-01,WN
"Louisville, KY","Phoenix, AZ",2008-01-01,2010-07-01,WN
"Louisville, KY","Phoenix, AZ",2010-10-01,2011-07-01,WN
"Louisville, KY","Phoenix, AZ",2011-10-01,2012-07-01,WN
"Louisville, KY","Phoenix, AZ",2012-10-01,2013-07-01,WN
"Louisville, KY","Phoenix, AZ",2013-10-01,2014-04-01,WN
"Louisville, KY","Phoenix, AZ",2015-01-01,2016-04-01,WN
"Louisville, KY","Phoenix, AZ",2016-10-01,2017-01-01,WN
"Louisville, KY","Phoenix, AZ",2017-10-01,2018-07-01,WN
"Atlantic City, NJ","Miami, FL (Metropolitan Area)",2008-01-01,2018-07-01,NK
"Columbus, OH","Washington, DC (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Chicago, IL","Salt Lake City, UT",2008-01-01,2015-07-01,DL
"Chicago, IL","Salt Lake City, UT",2015-07-01,2015-10-01,F9
"Chicago, IL","Salt Lake City, UT",2015-10-01,2018-07-01,DL
"Panama City, FL","Washington, DC (Metropolitan Area)",2010-07-01,2014-01-01,WN
"Panama City, FL","Washington, DC (Metropolitan Area)",2014-04-01,2014-10-01,WN
"Panama City, FL","Washington, DC (Metropolitan Area)",2015-04-01,2015-10-01,WN
"Panama City, FL","Washington, DC (Metropolitan Area)",2016-04-01,2016-07-01,WN
"Panama City, FL","Washington, DC (Metropolitan Area)",2017-04-01,2017-07-01,WN
"Panama City, FL","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Cincinnati, OH","Dallas/Fort Worth, TX",2008-01-01,2014-10-01,AA
"Cincinnati, OH","Dallas/Fort Worth, TX",2014-10-01,2015-10-01,F9
"Cincinnati, OH","Dallas/Fort Worth, TX",2015-10-01,2018-07-01,AA
"Nashville, TN","Norfolk, VA (Metropolitan Area)",2008-07-01,2009-01-01,WN
"Nashville, TN","Norfolk, VA (Metropolitan Area)",2009-04-01,2010-01-01,WN
"Nashville, TN","Norfolk, VA (Metropolitan Area)",2010-04-01,2011-01-01,WN
"Nashville, TN","Norfolk, VA (Metropolitan Area)",2011-07-01,2012-01-01,WN
"Nashville, TN","Norfolk, VA (Metropolitan Area)",2012-04-01,2014-01-01,WN
"Charlotte, NC","Dallas/Fort Worth, TX",2008-01-01,2009-10-01,AA
"Charlotte, NC","Dallas/Fort Worth, TX",2009-10-01,2015-07-01,US
"Charlotte, NC","Dallas/Fort Worth, TX",2015-07-01,2018-07-01,AA
"Buffalo, NY","Chicago, IL",2008-01-01,2011-07-01,WN
"Buffalo, NY","Chicago, IL",2011-07-01,2011-10-01,UA
"Buffalo, NY","Chicago, IL",2011-10-01,2012-07-01,WN
"Buffalo, NY","Chicago, IL",2012-07-01,2012-10-01,UA
"Buffalo, NY","Chicago, IL",2012-10-01,2013-04-01,WN
"Buffalo, NY","Chicago, IL",2013-04-01,2013-10-01,UA
"Buffalo, NY","Chicago, IL",2013-10-01,2014-01-01,WN
"Buffalo, NY","Chicago, IL",2014-01-01,2014-10-01,UA
"Buffalo, NY","Chicago, IL",2014-10-01,2015-07-01,WN
"Buffalo, NY","Chicago, IL",2015-07-01,2015-10-01,UA
"Buffalo, NY","Chicago, IL",2015-10-01,2016-01-01,WN
"Buffalo, NY","Chicago, IL",2016-01-01,2016-04-01,AA
"Buffalo, NY","Chicago, IL",2016-04-01,2016-07-01,WN
"Buffalo, NY","Chicago, IL",2016-07-01,2016-10-01,UA
"Buffalo, NY","Chicago, IL",2016-10-01,2017-01-01,WN
"Buffalo, NY","Chicago, IL",2017-01-01,2017-07-01,AA
"Buffalo, NY","Chicago, IL",2017-07-01,2018-01-01,WN
"Buffalo, NY","Chicago, IL",2018-01-01,2018-04-01,AA
"Buffalo, NY","Chicago, IL",2018-04-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Richmond, VA",2008-01-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Salt Lake City, UT",2008-01-01,2013-04-01,AA
"Dallas/Fort Worth, TX","Salt Lake City, UT",2013-04-01,2013-07-01,DL
"Dallas/Fort Worth, TX","Salt Lake City, UT",2013-07-01,2014-10-01,AA
"Dallas/Fort Worth, TX","Salt Lake City, UT",2014-10-01,2015-01-01,DL
"Dallas/Fort Worth, TX","Salt Lake City, UT",2015-01-01,2015-07-01,AA
"Dallas/Fort Worth, TX","Salt Lake City, UT",2015-07-01,2016-01-01,DL
"Dallas/Fort Worth, TX","Salt Lake City, UT",2016-01-01,2018-07-01,AA
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2008-01-01,2010-07-01,YX
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2010-07-01,2011-01-01,FL
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2011-01-01,2011-04-01,F9
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2011-04-01,2013-01-01,FL
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2013-01-01,2018-01-01,WN
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2018-01-01,2018-04-01,DL
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2018-04-01,2018-07-01,WN
"Chicago, IL","San Francisco, CA (Metropolitan Area)",2008-01-01,2018-07-01,UA
"Burlington, VT","Orlando, FL",2008-01-01,2013-04-01,B6
"Burlington, VT","Orlando, FL",2014-01-01,2014-04-01,US
"Burlington, VT","Orlando, FL",2015-01-01,2015-04-01,UA
"Atlanta, GA (Metropolitan Area)","Dayton, OH",2008-01-01,2008-04-01,FL
"Atlanta, GA (Metropolitan Area)","Dayton, OH",2008-04-01,2018-07-01,DL
"Buffalo, NY","Tampa, FL (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Fort Myers, FL","Phoenix, AZ",2011-01-01,2011-04-01,CO
"Fort Myers, FL","Phoenix, AZ",2013-01-01,2013-04-01,UA
"Fort Myers, FL","Phoenix, AZ",2014-01-01,2014-04-01,US
"Fort Myers, FL","Phoenix, AZ",2015-01-01,2015-04-01,US
"Fort Myers, FL","Phoenix, AZ",2016-01-01,2016-04-01,AA
"Fort Myers, FL","Phoenix, AZ",2017-01-01,2017-04-01,AA
"Indianapolis, IN","Kansas City, MO",2008-01-01,2018-07-01,WN
"Cincinnati, OH","Minneapolis/St. Paul, MN",2008-01-01,2008-07-01,NW
"Cincinnati, OH","Minneapolis/St. Paul, MN",2008-07-01,2009-01-01,DL
"Cincinnati, OH","Minneapolis/St. Paul, MN",2009-01-01,2009-07-01,NW
"Cincinnati, OH","Minneapolis/St. Paul, MN",2009-07-01,2011-01-01,DL
"Cincinnati, OH","Minneapolis/St. Paul, MN",2011-04-01,2018-07-01,DL
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2008-01-01,2008-07-01,US
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2008-07-01,2010-01-01,WN
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2010-01-01,2010-10-01,US
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2010-10-01,2011-01-01,WN
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2011-01-01,2015-07-01,US
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2015-07-01,2018-07-01,AA
"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2008-01-01,2014-04-01,AA
"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-04-01,2015-07-01,WN
"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2015-07-01,2018-07-01,AA
"New York City, NY (Metropolitan Area)","Tucson, AZ",2008-01-01,2008-04-01,B6
"New York City, NY (Metropolitan Area)","Tucson, AZ",2008-04-01,2008-07-01,CO
"New York City, NY (Metropolitan Area)","Tucson, AZ",2008-07-01,2018-07-01,AA
"Denver, CO","Los Angeles, CA (Metropolitan Area)",2008-01-01,2010-04-01,UA
"Denver, CO","Los Angeles, CA (Metropolitan Area)",2010-04-01,2018-07-01,WN
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2008-01-01,2008-04-01,DL
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2008-04-01,2008-10-01,CO
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2008-10-01,2009-04-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2009-04-01,2009-07-01,CO
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2009-10-01,2010-04-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2010-04-01,2010-07-01,CO
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2010-10-01,2011-04-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2011-04-01,2011-07-01,CO
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2011-10-01,2012-07-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2012-10-01,2013-07-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2013-10-01,2014-07-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2014-10-01,2015-07-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2015-10-01,2016-04-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2016-10-01,2017-07-01,AA
"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2017-10-01,2018-04-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2008-04-01,2008-10-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2009-04-01,2009-10-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2011-04-01,2012-01-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2012-04-01,2014-04-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2014-04-01,2014-07-01,DL
"Charleston, SC","Dallas/Fort Worth, TX",2014-07-01,2015-04-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2015-04-01,2015-07-01,DL
"Charleston, SC","Dallas/Fort Worth, TX",2015-07-01,2015-10-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2015-10-01,2016-01-01,WN
"Charleston, SC","Dallas/Fort Worth, TX",2016-01-01,2016-04-01,AA
"Charleston, SC","Dallas/Fort Worth, TX",2016-04-01,2016-10-01,WN
"Charleston, SC","Dallas/Fort Worth, TX",2016-10-01,2018-07-01,AA
"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2008-01-01,2017-04-01,DL
"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2017-04-01,2017-07-01,F9
"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2017-07-01,2018-07-01,DL
"Indianapolis, IN","Seattle, WA",2008-01-01,2009-10-01,NW
"Indianapolis, IN","Seattle, WA",2009-10-01,2010-01-01,AA
"Indianapolis, IN","Seattle, WA",2010-01-01,2012-04-01,DL
"Indianapolis, IN","Seattle, WA",2012-04-01,2012-07-01,WN
"Indianapolis, IN","Seattle, WA",2012-07-01,2014-04-01,DL
"Indianapolis, IN","Seattle, WA",2014-04-01,2014-10-01,F9
"Indianapolis, IN","Seattle, WA",2014-10-01,2015-04-01,DL
"Indianapolis, IN","Seattle, WA",2015-04-01,2015-10-01,F9
"Indianapolis, IN","Seattle, WA",2015-10-01,2016-04-01,DL
"Indianapolis, IN","Seattle, WA",2016-04-01,2016-07-01,AA
"Indianapolis, IN","Seattle, WA",2016-07-01,2017-04-01,DL
"Indianapolis, IN","Seattle, WA",2017-04-01,2018-07-01,AS
"Austin, TX","Salt Lake City, UT",2008-01-01,2008-04-01,DL
"Austin, TX","Salt Lake City, UT",2008-07-01,2008-10-01,DL
"Austin, TX","Salt Lake City, UT",2008-10-01,2009-01-01,WN
"Austin, TX","Salt Lake City, UT",2009-01-01,2009-04-01,DL
"Austin, TX","Salt Lake City, UT",2009-07-01,2018-07-01,DL
"Fort Myers, FL","St. Louis, MO",2008-01-01,2008-04-01,AA
"Fort Myers, FL","St. Louis, MO",2008-04-01,2009-01-01,U5
"Fort Myers, FL","St. Louis, MO",2009-01-01,2009-04-01,AA
"Fort Myers, FL","St. Louis, MO",2009-04-01,2018-07-01,WN
"Albany, NY","Orlando, FL",2008-01-01,2018-07-01,WN
"Charlotte, NC","Philadelphia, PA",2008-01-01,2015-07-01,US
"Charlotte, NC","Philadelphia, PA",2015-07-01,2018-07-01,AA
"Denver, CO","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Denver, CO","Minneapolis/St. Paul, MN",2010-01-01,2014-04-01,DL
"Denver, CO","Minneapolis/St. Paul, MN",2014-04-01,2015-01-01,F9
"Denver, CO","Minneapolis/St. Paul, MN",2015-01-01,2015-07-01,DL
"Denver, CO","Minneapolis/St. Paul, MN",2015-07-01,2016-01-01,WN
"Denver, CO","Minneapolis/St. Paul, MN",2016-01-01,2018-07-01,DL
"Las Vegas, NV","Washington, DC (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",2008-01-01,2010-01-01,NW
"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",2010-01-01,2018-07-01,DL
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,UA
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2008-07-01,2010-01-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2010-04-01,2011-01-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2011-04-01,2011-10-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2011-10-01,2012-01-01,UA
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2012-04-01,2013-01-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2013-04-01,2013-07-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2013-07-01,2014-01-01,UA
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2014-01-01,2015-10-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2015-10-01,2016-04-01,UA
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2016-04-01,2016-10-01,WN
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2016-10-01,2017-01-01,UA
"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",2017-04-01,2018-07-01,WN
"Austin, TX","Seattle, WA",2008-01-01,2009-07-01,AA
"Austin, TX","Seattle, WA",2009-07-01,2018-07-01,AS
"Omaha, NE","Phoenix, AZ",2008-01-01,2010-07-01,WN
"Omaha, NE","Phoenix, AZ",2010-07-01,2011-01-01,US
"Omaha, NE","Phoenix, AZ",2011-01-01,2013-07-01,WN
"Omaha, NE","Phoenix, AZ",2013-07-01,2013-10-01,US
"Omaha, NE","Phoenix, AZ",2013-10-01,2018-07-01,WN
"Memphis, TN","Washington, DC (Metropolitan Area)",2008-01-01,2010-01-01,NW
"Memphis, TN","Washington, DC (Metropolitan Area)",2010-01-01,2014-01-01,DL
"Memphis, TN","Washington, DC (Metropolitan Area)",2014-01-01,2015-10-01,WN
"Memphis, TN","Washington, DC (Metropolitan Area)",2015-10-01,2018-07-01,AA
"Boston, MA (Metropolitan Area)","Orlando, FL",2008-01-01,2011-07-01,WN
"Boston, MA (Metropolitan Area)","Orlando, FL",2011-07-01,2011-10-01,B6
"Boston, MA (Metropolitan Area)","Orlando, FL",2011-10-01,2012-07-01,WN
"Boston, MA (Metropolitan Area)","Orlando, FL",2012-07-01,2016-04-01,B6
"Boston, MA (Metropolitan Area)","Orlando, FL",2016-04-01,2016-07-01,WN
"Boston, MA (Metropolitan Area)","Orlando, FL",2016-07-01,2018-07-01,B6
"Chicago, IL","Kansas City, MO",2008-01-01,2018-07-01,WN
"Charlotte, NC","Kansas City, MO",2008-01-01,2015-07-01,US
"Charlotte, NC","Kansas City, MO",2015-07-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Pittsburgh, PA",2008-01-01,2018-07-01,AA
"Key West, FL","New York City, NY (Metropolitan Area)",2008-01-01,2008-04-01,CO
"Key West, FL","New York City, NY (Metropolitan Area)",2009-01-01,2009-04-01,CO
"Key West, FL","New York City, NY (Metropolitan Area)",2010-01-01,2010-04-01,AA
"Key West, FL","New York City, NY (Metropolitan Area)",2011-01-01,2011-04-01,AA
"Key West, FL","New York City, NY (Metropolitan Area)",2012-01-01,2012-07-01,UA
"Key West, FL","New York City, NY (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Key West, FL","New York City, NY (Metropolitan Area)",2013-10-01,2014-04-01,DL
"Key West, FL","New York City, NY (Metropolitan Area)",2014-04-01,2014-07-01,UA
"Key West, FL","New York City, NY (Metropolitan Area)",2015-01-01,2015-04-01,UA
"Key West, FL","New York City, NY (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Key West, FL","New York City, NY (Metropolitan Area)",2017-01-01,2017-04-01,UA
"Key West, FL","New York City, NY (Metropolitan Area)",2018-01-01,2018-04-01,UA
"Portland, OR","Salt Lake City, UT",2008-01-01,2009-10-01,WN
"Portland, OR","Salt Lake City, UT",2009-10-01,2010-01-01,DL
"Portland, OR","Salt Lake City, UT",2010-01-01,2010-10-01,WN
"Portland, OR","Salt Lake City, UT",2010-10-01,2011-01-01,DL
"Portland, OR","Salt Lake City, UT",2011-01-01,2011-07-01,WN
"Portland, OR","Salt Lake City, UT",2011-07-01,2012-04-01,DL
"Portland, OR","Salt Lake City, UT",2012-04-01,2012-07-01,WN
"Portland, OR","Salt Lake City, UT",2012-07-01,2018-07-01,DL
"San Antonio, TX","San Francisco, CA (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Pensacola, FL","Washington, DC (Metropolitan Area)",2008-01-01,2010-07-01,DL
"Pensacola, FL","Washington, DC (Metropolitan Area)",2010-07-01,2010-10-01,FL
"Pensacola, FL","Washington, DC (Metropolitan Area)",2010-10-01,2012-04-01,DL
"Pensacola, FL","Washington, DC (Metropolitan Area)",2012-04-01,2013-04-01,US
"Pensacola, FL","Washington, DC (Metropolitan Area)",2013-04-01,2017-10-01,DL
"Pensacola, FL","Washington, DC (Metropolitan Area)",2017-10-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Jacksonville, FL",2008-01-01,2018-07-01,AA
"Charlotte, NC","Salt Lake City, UT",2008-01-01,2008-04-01,DL
"Charlotte, NC","Salt Lake City, UT",2010-01-01,2010-04-01,DL
"Charlotte, NC","Salt Lake City, UT",2010-07-01,2010-10-01,DL
"Charlotte, NC","Salt Lake City, UT",2011-01-01,2011-04-01,DL
"Charlotte, NC","Salt Lake City, UT",2014-01-01,2014-04-01,DL
"Charlotte, NC","Salt Lake City, UT",2014-07-01,2018-01-01,DL
"Charlotte, NC","Salt Lake City, UT",2018-01-01,2018-04-01,AA
"Charlotte, NC","Salt Lake City, UT",2018-04-01,2018-07-01,DL
"Hartford, CT","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Hartford, CT","Minneapolis/St. Paul, MN",2010-01-01,2018-07-01,DL
"Hartford, CT","Nashville, TN",2008-01-01,2010-01-01,WN
"Hartford, CT","Nashville, TN",2010-04-01,2012-07-01,WN
"Hartford, CT","Nashville, TN",2013-04-01,2013-07-01,WN
"Hartford, CT","Nashville, TN",2014-04-01,2014-07-01,WN
"Hartford, CT","Nashville, TN",2014-10-01,2015-01-01,WN
"Hartford, CT","Nashville, TN",2015-10-01,2016-01-01,WN
"Charlotte, NC","Houston, TX",2008-01-01,2008-10-01,US
"Charlotte, NC","Houston, TX",2008-10-01,2009-10-01,CO
"Charlotte, NC","Houston, TX",2009-10-01,2015-07-01,US
"Charlotte, NC","Houston, TX",2015-07-01,2017-07-01,AA
"Charlotte, NC","Houston, TX",2017-07-01,2017-10-01,UA
"Charlotte, NC","Houston, TX",2017-10-01,2018-07-01,AA
"Pittsburgh, PA","San Diego, CA",2008-01-01,2009-01-01,US
"Pittsburgh, PA","San Diego, CA",2009-01-01,2009-04-01,WN
"Pittsburgh, PA","San Diego, CA",2009-04-01,2009-10-01,US
"Pittsburgh, PA","San Diego, CA",2009-10-01,2010-01-01,UA
"Pittsburgh, PA","San Diego, CA",2010-01-01,2010-04-01,WN
"Pittsburgh, PA","San Diego, CA",2010-04-01,2010-07-01,DL
"Pittsburgh, PA","San Diego, CA",2010-07-01,2010-10-01,US
"Pittsburgh, PA","San Diego, CA",2010-10-01,2012-04-01,WN
"Pittsburgh, PA","San Diego, CA",2012-04-01,2013-01-01,UA
"Pittsburgh, PA","San Diego, CA",2013-01-01,2013-10-01,WN
"Pittsburgh, PA","San Diego, CA",2013-10-01,2014-01-01,UA
"Pittsburgh, PA","San Diego, CA",2014-01-01,2015-01-01,WN
"Pittsburgh, PA","San Diego, CA",2015-01-01,2015-04-01,US
"Pittsburgh, PA","San Diego, CA",2015-04-01,2015-10-01,WN
"Pittsburgh, PA","San Diego, CA",2015-10-01,2016-01-01,AA
"Pittsburgh, PA","San Diego, CA",2016-01-01,2018-07-01,WN
"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2008-01-01,2018-07-01,B6
"Atlanta, GA (Metropolitan Area)","Austin, TX",2008-01-01,2018-07-01,DL
"Milwaukee, WI","San Diego, CA",2008-01-01,2008-04-01,YX
"Milwaukee, WI","San Diego, CA",2008-04-01,2008-10-01,FL
"Milwaukee, WI","San Diego, CA",2008-10-01,2009-04-01,NW
"Milwaukee, WI","San Diego, CA",2009-04-01,2009-10-01,FL
"Milwaukee, WI","San Diego, CA",2009-10-01,2010-04-01,WN
"Milwaukee, WI","San Diego, CA",2010-04-01,2010-07-01,YX
"Milwaukee, WI","San Diego, CA",2010-07-01,2010-10-01,FL
"Milwaukee, WI","San Diego, CA",2010-10-01,2011-04-01,WN
"Milwaukee, WI","San Diego, CA",2011-04-01,2012-01-01,F9
"Milwaukee, WI","San Diego, CA",2012-01-01,2017-10-01,WN
"Milwaukee, WI","San Diego, CA",2018-01-01,2018-07-01,WN
"Rochester, NY","Tampa, FL (Metropolitan Area)",2008-01-01,2013-04-01,FL
"Rochester, NY","Tampa, FL (Metropolitan Area)",2013-04-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","Nashville, TN",2008-01-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Phoenix, AZ",2008-01-01,2015-01-01,AA
"Dallas/Fort Worth, TX","Phoenix, AZ",2015-01-01,2015-07-01,WN
"Dallas/Fort Worth, TX","Phoenix, AZ",2015-07-01,2018-07-01,AA
"Phoenix, AZ","Reno, NV",2008-01-01,2018-07-01,WN
"San Diego, CA","Tampa, FL (Metropolitan Area)",2008-01-01,2015-07-01,WN
"San Diego, CA","Tampa, FL (Metropolitan Area)",2015-07-01,2016-01-01,AA
"San Diego, CA","Tampa, FL (Metropolitan Area)",2016-01-01,2017-10-01,WN
"San Diego, CA","Tampa, FL (Metropolitan Area)",2017-10-01,2018-01-01,AA
"San Diego, CA","Tampa, FL (Metropolitan Area)",2018-01-01,2018-07-01,WN
"Austin, TX","St. Louis, MO",2008-01-01,2008-10-01,AA
"Austin, TX","St. Louis, MO",2008-10-01,2009-07-01,WN
"Austin, TX","St. Louis, MO",2009-07-01,2009-10-01,AA
"Austin, TX","St. Louis, MO",2009-10-01,2010-01-01,WN
"Austin, TX","St. Louis, MO",2010-01-01,2010-04-01,AA
"Austin, TX","St. Louis, MO",2010-04-01,2018-07-01,WN
"Birmingham, AL","Orlando, FL",2008-01-01,2018-07-01,WN
"Denver, CO","Portland, OR",2008-01-01,2008-07-01,UA
"Denver, CO","Portland, OR",2008-07-01,2009-01-01,F9
"Denver, CO","Portland, OR",2009-01-01,2009-04-01,UA
"Denver, CO","Portland, OR",2009-04-01,2014-10-01,F9
"Denver, CO","Portland, OR",2014-10-01,2018-07-01,WN
"Hartford, CT","Raleigh/Durham, NC",2008-01-01,2010-04-01,AA
"Hartford, CT","Raleigh/Durham, NC",2010-04-01,2010-10-01,WN
"Hartford, CT","Raleigh/Durham, NC",2010-10-01,2011-01-01,US
"Hartford, CT","Raleigh/Durham, NC",2011-04-01,2011-07-01,DL
"Hartford, CT","Raleigh/Durham, NC",2011-10-01,2012-01-01,US
"Hartford, CT","Raleigh/Durham, NC",2012-04-01,2012-07-01,DL
"Hartford, CT","Raleigh/Durham, NC",2012-10-01,2013-01-01,US
"Hartford, CT","Raleigh/Durham, NC",2013-04-01,2013-07-01,WN
"Hartford, CT","Raleigh/Durham, NC",2013-07-01,2013-10-01,DL
"Hartford, CT","Raleigh/Durham, NC",2013-10-01,2014-01-01,US
"Hartford, CT","Raleigh/Durham, NC",2014-04-01,2015-01-01,WN
"Hartford, CT","Raleigh/Durham, NC",2015-04-01,2016-01-01,WN
"Hartford, CT","Raleigh/Durham, NC",2016-04-01,2017-01-01,WN
"Hartford, CT","Raleigh/Durham, NC",2017-04-01,2018-01-01,DL
"Hartford, CT","Raleigh/Durham, NC",2018-04-01,2018-07-01,DL
"Dallas/Fort Worth, TX","Dayton, OH",2008-01-01,2016-07-01,AA
"Dallas/Fort Worth, TX","Dayton, OH",2016-10-01,2017-04-01,AA
"Dallas/Fort Worth, TX","Detroit, MI",2008-01-01,2013-01-01,AA
"Dallas/Fort Worth, TX","Detroit, MI",2013-01-01,2013-07-01,DL
"Dallas/Fort Worth, TX","Detroit, MI",2013-07-01,2013-10-01,AA
"Dallas/Fort Worth, TX","Detroit, MI",2013-10-01,2014-07-01,DL
"Dallas/Fort Worth, TX","Detroit, MI",2014-07-01,2014-10-01,AA
"Dallas/Fort Worth, TX","Detroit, MI",2014-10-01,2015-07-01,DL
"Dallas/Fort Worth, TX","Detroit, MI",2015-07-01,2018-07-01,AA
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2008-01-01,2009-10-01,WN
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2009-10-01,2010-04-01,DL
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2010-04-01,2011-01-01,WN
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2011-01-01,2011-04-01,DL
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2011-04-01,2012-01-01,WN
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2012-01-01,2012-04-01,DL
"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2012-04-01,2013-01-01,WN
