city1,city2,start,end,carrier_lg
"Detroit, MI","Tampa, FL (Metropolitan Area)",2010-01-01,2018-07-01,DL
"Orlando, FL","Portland, ME",2008-01-01,2008-04-01,FL
"Orlando, FL","Portland, ME",2008-04-01,2010-07-01,B6
"Orlando, FL","Portland, ME",2010-07-01,2010-10-01,FL
"Orlando, FL","Portland, ME",2010-10-01,2011-07-01,B6
"Orlando, FL","Portland, ME",2011-07-01,2011-10-01,FL
"Orlando, FL","Portland, ME",2011-10-01,2012-04-01,B6
"Orlando, FL","Portland, ME",2012-04-01,2012-07-01,FL
"Orlando, FL","Portland, ME",2012-10-01,2013-04-01,FL
"Orlando, FL","Portland, ME",2013-04-01,2013-07-01,DL
"Orlando, FL","Portland, ME",2013-10-01,2014-04-01,WN
"Orlando, FL","Portland, ME",2014-04-01,2014-07-01,DL
"Orlando, FL","Portland, ME",2014-10-01,2015-07-01,WN
"Orlando, FL","Portland, ME",2015-10-01,2016-01-01,AA
"Orlando, FL","Portland, ME",2016-01-01,2016-07-01,WN
"Orlando, FL","Portland, ME",2016-10-01,2017-04-01,WN
"Orlando, FL","Portland, ME",2018-01-01,2018-04-01,WN
"Orlando, FL","Portland, ME",2018-04-01,2018-07-01,DL
"Nantucket, MA","New York City, NY (Metropolitan Area)",2008-07-01,2008-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2009-07-01,2009-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2010-07-01,2010-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2011-07-01,2011-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2012-07-01,2012-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2013-07-01,2013-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2014-07-01,2014-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2015-07-01,2015-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2016-07-01,2016-10-01,B6
"Nantucket, MA","New York City, NY (Metropolitan Area)",2017-07-01,2017-10-01,B6
"Omaha, NE","Tampa, FL (Metropolitan Area)",2008-01-01,2008-04-01,WN
"Omaha, NE","Tampa, FL (Metropolitan Area)",2008-04-01,2008-07-01,AA
"Omaha, NE","Tampa, FL (Metropolitan Area)",2009-01-01,2009-04-01,WN
"Omaha, NE","Tampa, FL (Metropolitan Area)",2009-04-01,2009-07-01,AA
"Omaha, NE","Tampa, FL (Metropolitan Area)",2010-01-01,2010-07-01,WN
"Omaha, NE","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,WN
"Omaha, NE","Tampa, FL (Metropolitan Area)",2012-01-01,2012-07-01,DL
"Omaha, NE","Tampa, FL (Metropolitan Area)",2015-01-01,2015-04-01,WN
"Omaha, NE","Tampa, FL (Metropolitan Area)",2015-04-01,2015-07-01,G4
"Omaha, NE","Tampa, FL (Metropolitan Area)",2015-10-01,2016-07-01,G4
"Omaha, NE","Tampa, FL (Metropolitan Area)",2017-01-01,2017-07-01,G4
"Omaha, NE","Tampa, FL (Metropolitan Area)",2018-01-01,2018-04-01,WN
"Omaha, NE","Tampa, FL (Metropolitan Area)",2018-04-01,2018-07-01,G4
"Baton Rouge, LA","Dallas/Fort Worth, TX",2008-01-01,2010-07-01,AA
"Baton Rouge, LA","Dallas/Fort Worth, TX",2010-10-01,2012-07-01,AA
"Baton Rouge, LA","Dallas/Fort Worth, TX",2012-10-01,2013-04-01,AA
"Baton Rouge, LA","Dallas/Fort Worth, TX",2013-07-01,2015-04-01,AA
"Baton Rouge, LA","Dallas/Fort Worth, TX",2018-01-01,2018-04-01,AA
"Kansas City, MO","Orlando, FL",2008-01-01,2018-07-01,WN
"Albany, NY","West Palm Beach/Palm Beach, FL",2009-01-01,2009-04-01,US
"Dayton, OH","Las Vegas, NV",2008-01-01,2008-04-01,FL
"Dayton, OH","Las Vegas, NV",2008-04-01,2009-01-01,AA
"Dayton, OH","Las Vegas, NV",2009-01-01,2009-04-01,DL
"Dayton, OH","Las Vegas, NV",2009-04-01,2009-07-01,AA
"Dayton, OH","Las Vegas, NV",2009-10-01,2010-04-01,F9
"Dayton, OH","Las Vegas, NV",2010-04-01,2010-10-01,AA
"Dayton, OH","Las Vegas, NV",2010-10-01,2011-01-01,DL
"Dayton, OH","Las Vegas, NV",2011-01-01,2011-04-01,AA
"Dayton, OH","Las Vegas, NV",2011-04-01,2011-10-01,F9
"Dayton, OH","Las Vegas, NV",2012-01-01,2012-04-01,F9
"Dayton, OH","Las Vegas, NV",2012-07-01,2013-01-01,F9
"Dayton, OH","Las Vegas, NV",2013-01-01,2013-04-01,DL
"New Orleans, LA","San Diego, CA",2008-01-01,2008-10-01,CO
"New Orleans, LA","San Diego, CA",2008-10-01,2009-04-01,WN
"New Orleans, LA","San Diego, CA",2009-04-01,2010-01-01,CO
"New Orleans, LA","San Diego, CA",2010-01-01,2018-07-01,WN
"Chicago, IL","Columbus, OH",2008-01-01,2017-01-01,WN
"Chicago, IL","Columbus, OH",2017-01-01,2017-04-01,AA
"Chicago, IL","Columbus, OH",2017-04-01,2018-07-01,WN
"Las Vegas, NV","New Orleans, LA",2008-01-01,2018-07-01,WN
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2008-01-01,2011-04-01,WN
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2011-04-01,2011-10-01,CO
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2012-07-01,2013-01-01,WN
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2014-04-01,2014-10-01,WN
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2014-10-01,2016-04-01,UA
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",2016-04-01,2018-07-01,WN
"Boise, ID","Las Vegas, NV",2008-01-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","New Orleans, LA",2008-01-01,2008-07-01,US
"Boston, MA (Metropolitan Area)","New Orleans, LA",2008-07-01,2010-07-01,B6
"Boston, MA (Metropolitan Area)","New Orleans, LA",2010-07-01,2010-10-01,US
"Boston, MA (Metropolitan Area)","New Orleans, LA",2010-10-01,2018-07-01,B6
"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",2008-01-01,2018-07-01,DL
"Milwaukee, WI","Phoenix, AZ",2008-01-01,2009-01-01,YX
"Milwaukee, WI","Phoenix, AZ",2009-01-01,2009-07-01,US
"Milwaukee, WI","Phoenix, AZ",2009-07-01,2009-10-01,YX
"Milwaukee, WI","Phoenix, AZ",2009-10-01,2010-01-01,US
"Milwaukee, WI","Phoenix, AZ",2010-01-01,2010-04-01,YX
"Milwaukee, WI","Phoenix, AZ",2010-04-01,2011-01-01,US
"Milwaukee, WI","Phoenix, AZ",2011-01-01,2018-07-01,WN
"Fort Myers, FL","Kansas City, MO",2008-01-01,2008-04-01,YX
"Fort Myers, FL","Kansas City, MO",2009-01-01,2009-04-01,WN
"Fort Myers, FL","Kansas City, MO",2010-01-01,2010-04-01,DL
"Fort Myers, FL","Kansas City, MO",2011-01-01,2011-04-01,WN
"Fort Myers, FL","Kansas City, MO",2012-01-01,2012-04-01,WN
"Fort Myers, FL","Kansas City, MO",2013-01-01,2013-04-01,DL
"Fort Myers, FL","Kansas City, MO",2013-04-01,2013-10-01,WN
"Fort Myers, FL","Kansas City, MO",2014-01-01,2014-07-01,WN
"Fort Myers, FL","Kansas City, MO",2015-01-01,2015-07-01,WN
"Fort Myers, FL","Kansas City, MO",2016-01-01,2016-04-01,WN
"Fort Myers, FL","Kansas City, MO",2017-01-01,2017-04-01,WN
"Fort Myers, FL","Kansas City, MO",2018-01-01,2018-04-01,WN
"Minneapolis/St. Paul, MN","Pittsburgh, PA",2008-01-01,2010-01-01,NW
"Minneapolis/St. Paul, MN","Pittsburgh, PA",2010-01-01,2018-07-01,DL
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2008-04-01,2008-10-01,DL
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2010-01-01,2010-04-01,AA
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2011-01-01,2011-04-01,AA
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2012-01-01,2012-04-01,AA
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2013-01-01,2013-07-01,AA
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2013-10-01,2014-04-01,AA
"Miami, FL (Metropolitan Area)","Tallahassee, FL",2014-10-01,2015-04-01,AA
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2008-01-01,2011-07-01,AA
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011-07-01,2011-10-01,B6
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011-10-01,2012-04-01,AA
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2012-04-01,2015-07-01,B6
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2015-07-01,2017-10-01,AA
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2017-10-01,2018-01-01,B6
"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2018-01-01,2018-07-01,AA
"Austin, TX","Denver, CO",2008-01-01,2008-10-01,F9
"Austin, TX","Denver, CO",2008-10-01,2009-04-01,WN
"Austin, TX","Denver, CO",2009-04-01,2009-07-01,F9
"Austin, TX","Denver, CO",2009-07-01,2018-07-01,WN
"Las Vegas, NV","Milwaukee, WI",2008-01-01,2008-10-01,YX
"Las Vegas, NV","Milwaukee, WI",2008-10-01,2010-01-01,FL
"Las Vegas, NV","Milwaukee, WI",2010-01-01,2010-04-01,YX
"Las Vegas, NV","Milwaukee, WI",2010-04-01,2012-01-01,FL
"Las Vegas, NV","Milwaukee, WI",2012-01-01,2012-04-01,WN
"Las Vegas, NV","Milwaukee, WI",2012-04-01,2012-07-01,FL
"Las Vegas, NV","Milwaukee, WI",2012-07-01,2018-07-01,WN
"Latrobe, PA","Myrtle Beach, SC",2013-07-01,2013-10-01,NK
"Latrobe, PA","Myrtle Beach, SC",2014-07-01,2014-10-01,NK
"Latrobe, PA","Myrtle Beach, SC",2015-07-01,2015-10-01,NK
"Latrobe, PA","Myrtle Beach, SC",2016-07-01,2016-10-01,NK
"Las Vegas, NV","Little Rock, AR",2008-01-01,2008-04-01,WN
"Las Vegas, NV","Little Rock, AR",2009-01-01,2009-04-01,WN
"Las Vegas, NV","Little Rock, AR",2009-07-01,2010-01-01,WN
"Las Vegas, NV","Little Rock, AR",2010-10-01,2011-04-01,WN
"Las Vegas, NV","Little Rock, AR",2011-10-01,2013-04-01,WN
"Las Vegas, NV","Little Rock, AR",2013-10-01,2014-04-01,WN
"Las Vegas, NV","Little Rock, AR",2014-07-01,2016-07-01,WN
"Las Vegas, NV","Little Rock, AR",2016-10-01,2017-07-01,WN
"Chicago, IL","Greenville/Spartanburg, SC",2011-04-01,2016-04-01,WN
"Chicago, IL","Greenville/Spartanburg, SC",2016-04-01,2017-01-01,UA
"Chicago, IL","Greenville/Spartanburg, SC",2017-04-01,2017-07-01,UA
"Chicago, IL","Greenville/Spartanburg, SC",2017-07-01,2018-01-01,AA
"Chicago, IL","Greenville/Spartanburg, SC",2018-04-01,2018-07-01,AA
"Phoenix, AZ","Sacramento, CA",2008-01-01,2018-07-01,WN
"Philadelphia, PA","St. Louis, MO",2008-01-01,2008-04-01,AA
"Philadelphia, PA","St. Louis, MO",2008-04-01,2009-01-01,WN
"Philadelphia, PA","St. Louis, MO",2009-01-01,2009-04-01,US
"Philadelphia, PA","St. Louis, MO",2009-04-01,2010-01-01,WN
"Philadelphia, PA","St. Louis, MO",2010-01-01,2015-04-01,US
"Philadelphia, PA","St. Louis, MO",2015-04-01,2015-07-01,WN
"Philadelphia, PA","St. Louis, MO",2015-07-01,2018-07-01,AA
"Hartford, CT","Washington, DC (Metropolitan Area)",2008-01-01,2016-01-01,WN
"Hartford, CT","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Hartford, CT","Washington, DC (Metropolitan Area)",2016-04-01,2016-07-01,WN
"Hartford, CT","Washington, DC (Metropolitan Area)",2016-07-01,2017-01-01,AA
"Hartford, CT","Washington, DC (Metropolitan Area)",2017-01-01,2018-01-01,WN
"Hartford, CT","Washington, DC (Metropolitan Area)",2018-01-01,2018-04-01,AA
"Hartford, CT","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Raleigh/Durham, NC",2008-01-01,2018-07-01,AA
"Savannah, GA","Washington, DC (Metropolitan Area)",2008-01-01,2008-04-01,US
"Savannah, GA","Washington, DC (Metropolitan Area)",2008-04-01,2008-10-01,UA
"Savannah, GA","Washington, DC (Metropolitan Area)",2008-10-01,2009-01-01,DL
"Savannah, GA","Washington, DC (Metropolitan Area)",2009-04-01,2009-10-01,US
"Savannah, GA","Washington, DC (Metropolitan Area)",2010-01-01,2010-04-01,US
"Savannah, GA","Washington, DC (Metropolitan Area)",2010-04-01,2010-07-01,UA
"Savannah, GA","Washington, DC (Metropolitan Area)",2010-07-01,2011-07-01,US
"Savannah, GA","Washington, DC (Metropolitan Area)",2011-07-01,2011-10-01,DL
"Savannah, GA","Washington, DC (Metropolitan Area)",2011-10-01,2014-07-01,US
"Savannah, GA","Washington, DC (Metropolitan Area)",2014-07-01,2014-10-01,UA
"Savannah, GA","Washington, DC (Metropolitan Area)",2014-10-01,2015-01-01,US
"Savannah, GA","Washington, DC (Metropolitan Area)",2015-01-01,2016-01-01,DL
"Savannah, GA","Washington, DC (Metropolitan Area)",2016-01-01,2016-07-01,UA
"Savannah, GA","Washington, DC (Metropolitan Area)",2016-07-01,2017-04-01,AA
"Savannah, GA","Washington, DC (Metropolitan Area)",2017-04-01,2018-01-01,UA
"Savannah, GA","Washington, DC (Metropolitan Area)",2018-01-01,2018-07-01,AA
"Knoxville, TN","Washington, DC (Metropolitan Area)",2008-01-01,2008-04-01,US
"Knoxville, TN","Washington, DC (Metropolitan Area)",2008-10-01,2012-07-01,US
"Knoxville, TN","Washington, DC (Metropolitan Area)",2012-10-01,2015-01-01,US
"Knoxville, TN","Washington, DC (Metropolitan Area)",2015-04-01,2015-07-01,US
"Knoxville, TN","Washington, DC (Metropolitan Area)",2015-07-01,2016-07-01,AA
"Knoxville, TN","Washington, DC (Metropolitan Area)",2017-01-01,2018-07-01,AA
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2008-01-01,2008-04-01,US
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2008-04-01,2008-07-01,NW
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2008-07-01,2008-10-01,US
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2008-10-01,2009-04-01,NW
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2009-04-01,2009-10-01,US
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2009-10-01,2010-01-01,NW
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2010-01-01,2015-07-01,DL
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2015-07-01,2016-01-01,WN
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2016-01-01,2016-04-01,DL
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2016-04-01,2017-01-01,WN
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2017-01-01,2017-04-01,DL
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2017-04-01,2018-01-01,WN
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2018-01-01,2018-04-01,DL
"Boston, MA (Metropolitan Area)","Indianapolis, IN",2018-04-01,2018-07-01,WN
"Harlingen/San Benito, TX","Houston, TX",2008-01-01,2017-07-01,WN
"Harlingen/San Benito, TX","Houston, TX",2017-10-01,2018-07-01,WN
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2008-04-01,2008-07-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2008-07-01,2008-10-01,AA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2009-04-01,2010-01-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2010-04-01,2011-01-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2011-04-01,2011-10-01,DL
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2011-10-01,2012-01-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2012-04-01,2013-01-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2013-04-01,2013-10-01,DL
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2013-10-01,2015-01-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2015-04-01,2015-07-01,UA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2015-07-01,2016-01-01,AA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2016-04-01,2017-01-01,AA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2017-04-01,2018-01-01,AA
"Richmond, VA","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,AA
"Denver, CO","New York City, NY (Metropolitan Area)",2008-01-01,2018-07-01,UA
"Sacramento, CA","Seattle, WA",2008-01-01,2009-10-01,AS
"Sacramento, CA","Seattle, WA",2009-10-01,2010-01-01,WN
"Sacramento, CA","Seattle, WA",2010-01-01,2010-10-01,AS
"Sacramento, CA","Seattle, WA",2010-10-01,2011-01-01,WN
"Sacramento, CA","Seattle, WA",2011-01-01,2012-07-01,AS
"Sacramento, CA","Seattle, WA",2012-07-01,2012-10-01,WN
"Sacramento, CA","Seattle, WA",2012-10-01,2018-07-01,AS
"New Orleans, LA","New York City, NY (Metropolitan Area)",2008-01-01,2010-04-01,B6
"New Orleans, LA","New York City, NY (Metropolitan Area)",2010-04-01,2010-07-01,DL
"New Orleans, LA","New York City, NY (Metropolitan Area)",2010-07-01,2011-01-01,B6
"New Orleans, LA","New York City, NY (Metropolitan Area)",2011-01-01,2018-07-01,DL
"Las Vegas, NV","Orlando, FL",2008-01-01,2009-04-01,US
"Las Vegas, NV","Orlando, FL",2009-04-01,2015-10-01,WN
"Las Vegas, NV","Orlando, FL",2015-10-01,2016-04-01,F9
"Las Vegas, NV","Orlando, FL",2016-04-01,2018-07-01,WN
"Key West, FL","Washington, DC (Metropolitan Area)",2011-01-01,2011-04-01,AA
"Key West, FL","Washington, DC (Metropolitan Area)",2011-04-01,2011-07-01,FL
"Key West, FL","Washington, DC (Metropolitan Area)",2012-01-01,2012-07-01,FL
"Key West, FL","Washington, DC (Metropolitan Area)",2013-01-01,2013-04-01,WN
"Key West, FL","Washington, DC (Metropolitan Area)",2014-01-01,2014-04-01,US
"Key West, FL","Washington, DC (Metropolitan Area)",2015-01-01,2015-04-01,US
"Key West, FL","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Key West, FL","Washington, DC (Metropolitan Area)",2017-01-01,2017-04-01,AA
"Key West, FL","Washington, DC (Metropolitan Area)",2018-01-01,2018-04-01,AA
"San Diego, CA","Spokane, WA",2008-01-01,2008-04-01,AS
"San Diego, CA","Spokane, WA",2008-07-01,2009-01-01,AS
"San Diego, CA","Spokane, WA",2009-01-01,2009-04-01,WN
"San Diego, CA","Spokane, WA",2009-04-01,2009-10-01,AS
"San Diego, CA","Spokane, WA",2009-10-01,2010-04-01,WN
"San Diego, CA","Spokane, WA",2010-07-01,2012-04-01,WN
"San Diego, CA","Spokane, WA",2012-07-01,2012-10-01,WN
"San Diego, CA","Spokane, WA",2013-07-01,2016-01-01,WN
"San Diego, CA","Spokane, WA",2016-01-01,2016-07-01,AS
"San Diego, CA","Spokane, WA",2016-07-01,2018-07-01,WN
"Hartford, CT","Seattle, WA",2008-04-01,2009-01-01,UA
"Hartford, CT","Seattle, WA",2009-04-01,2009-10-01,UA
"Hartford, CT","Seattle, WA",2010-04-01,2010-10-01,DL
"Hartford, CT","Seattle, WA",2011-04-01,2011-10-01,DL
"Hartford, CT","Seattle, WA",2012-07-01,2012-10-01,DL
"Hartford, CT","Seattle, WA",2013-07-01,2013-10-01,DL
"Hartford, CT","Seattle, WA",2014-07-01,2014-10-01,DL
"Hartford, CT","Seattle, WA",2016-07-01,2016-10-01,DL
"Hartford, CT","Seattle, WA",2017-07-01,2017-10-01,DL
"Kansas City, MO","Washington, DC (Metropolitan Area)",2008-01-01,2011-01-01,WN
"Kansas City, MO","Washington, DC (Metropolitan Area)",2011-01-01,2011-10-01,F9
"Kansas City, MO","Washington, DC (Metropolitan Area)",2011-10-01,2012-01-01,WN
"Kansas City, MO","Washington, DC (Metropolitan Area)",2012-01-01,2012-04-01,F9
"Kansas City, MO","Washington, DC (Metropolitan Area)",2012-04-01,2018-07-01,WN
"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2008-01-01,2018-07-01,AA
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2008-01-01,2010-04-01,AA
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2010-04-01,2017-01-01,B6
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2017-01-01,2017-04-01,DL
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2017-04-01,2018-04-01,B6
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2018-04-01,2018-07-01,DL
"Birmingham, AL","Phoenix, AZ",2011-01-01,2011-04-01,WN
"Atlanta, GA (Metropolitan Area)","San Diego, CA",2008-01-01,2018-07-01,DL
"Chicago, IL","San Diego, CA",2008-01-01,2010-01-01,WN
"Chicago, IL","San Diego, CA",2010-01-01,2010-04-01,AA
"Chicago, IL","San Diego, CA",2010-04-01,2011-01-01,WN
"Chicago, IL","San Diego, CA",2011-01-01,2011-04-01,AA
"Chicago, IL","San Diego, CA",2011-04-01,2013-01-01,WN
"Chicago, IL","San Diego, CA",2013-01-01,2013-04-01,AA
"Chicago, IL","San Diego, CA",2013-04-01,2013-10-01,WN
"Chicago, IL","San Diego, CA",2013-10-01,2014-04-01,AA
"Chicago, IL","San Diego, CA",2014-04-01,2015-07-01,WN
"Chicago, IL","San Diego, CA",2015-07-01,2017-04-01,AA
"Chicago, IL","San Diego, CA",2017-04-01,2017-07-01,WN
"Chicago, IL","San Diego, CA",2017-07-01,2018-07-01,AA
"Buffalo, NY","Washington, DC (Metropolitan Area)",2008-01-01,2018-07-01,WN
"El Paso, TX","Washington, DC (Metropolitan Area)",2008-01-01,2015-01-01,AA
"El Paso, TX","Washington, DC (Metropolitan Area)",2015-01-01,2015-07-01,WN
"El Paso, TX","Washington, DC (Metropolitan Area)",2015-07-01,2018-07-01,AA
"Miami, FL (Metropolitan Area)","Syracuse, NY",2008-01-01,2009-04-01,B6
"Miami, FL (Metropolitan Area)","Syracuse, NY",2009-04-01,2009-07-01,US
"Miami, FL (Metropolitan Area)","Syracuse, NY",2009-10-01,2010-04-01,US
"Miami, FL (Metropolitan Area)","Syracuse, NY",2010-04-01,2010-07-01,B6
"Miami, FL (Metropolitan Area)","Syracuse, NY",2010-10-01,2011-04-01,US
"Miami, FL (Metropolitan Area)","Syracuse, NY",2011-10-01,2012-01-01,B6
"Miami, FL (Metropolitan Area)","Syracuse, NY",2012-01-01,2012-04-01,US
"Miami, FL (Metropolitan Area)","Syracuse, NY",2013-01-01,2013-04-01,DL
"Miami, FL (Metropolitan Area)","Syracuse, NY",2014-01-01,2014-04-01,DL
"Miami, FL (Metropolitan Area)","Syracuse, NY",2015-01-01,2015-04-01,DL
"Miami, FL (Metropolitan Area)","Syracuse, NY",2015-04-01,2016-01-01,G4
"Miami, FL (Metropolitan Area)","Syracuse, NY",2016-01-01,2016-04-01,B6
"Miami, FL (Metropolitan Area)","Syracuse, NY",2016-04-01,2016-07-01,DL
"Miami, FL (Metropolitan Area)","Syracuse, NY",2016-07-01,2016-10-01,G4
"Miami, FL (Metropolitan Area)","Syracuse, NY",2016-10-01,2017-04-01,B6
"Miami, FL (Metropolitan Area)","Syracuse, NY",2017-04-01,2017-07-01,G4
"Miami, FL (Metropolitan Area)","Syracuse, NY",2017-10-01,2018-01-01,G4
"Miami, FL (Metropolitan Area)","Syracuse, NY",2018-01-01,2018-04-01,B6
"Miami, FL (Metropolitan Area)","Syracuse, NY",2018-04-01,2018-07-01,G4
"New York City, NY (Metropolitan Area)","Tulsa, OK",2008-04-01,2008-10-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2008-10-01,2009-01-01,CO
"New York City, NY (Metropolitan Area)","Tulsa, OK",2009-04-01,2010-01-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2010-01-01,2010-04-01,CO
"New York City, NY (Metropolitan Area)","Tulsa, OK",2010-04-01,2010-07-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2010-07-01,2010-10-01,CO
"New York City, NY (Metropolitan Area)","Tulsa, OK",2010-10-01,2011-01-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2011-04-01,2011-07-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2011-07-01,2012-01-01,CO
"New York City, NY (Metropolitan Area)","Tulsa, OK",2012-04-01,2013-01-01,UA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2013-04-01,2014-01-01,UA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2014-01-01,2016-01-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2016-04-01,2017-01-01,AA
"New York City, NY (Metropolitan Area)","Tulsa, OK",2017-04-01,2018-01-01,AA
"Nashville, TN","Seattle, WA",2008-01-01,2010-01-01,WN
"Nashville, TN","Seattle, WA",2010-01-01,2010-04-01,AA
"Nashville, TN","Seattle, WA",2010-04-01,2012-10-01,WN
"Nashville, TN","Seattle, WA",2012-10-01,2013-04-01,DL
"Nashville, TN","Seattle, WA",2013-04-01,2015-10-01,WN
"Nashville, TN","Seattle, WA",2015-10-01,2016-04-01,AS
"Nashville, TN","Seattle, WA",2016-04-01,2016-10-01,WN
"Nashville, TN","Seattle, WA",2016-10-01,2017-07-01,AS
"Nashville, TN","Seattle, WA",2017-07-01,2017-10-01,WN
"Nashville, TN","Seattle, WA",2017-10-01,2018-07-01,AS
"Denver, CO","Sioux Falls, SD",2011-07-01,2011-10-01,UA
"Denver, CO","Sioux Falls, SD",2011-10-01,2012-01-01,F9
"Denver, CO","Sioux Falls, SD",2012-04-01,2013-01-01,UA
"Denver, CO","Sioux Falls, SD",2013-04-01,2013-10-01,F9
"Denver, CO","Sioux Falls, SD",2013-10-01,2014-01-01,UA
"Denver, CO","Sioux Falls, SD",2014-07-01,2015-01-01,F9
"Seattle, WA","St. Louis, MO",2008-01-01,2010-07-01,AA
"Seattle, WA","St. Louis, MO",2010-07-01,2010-10-01,WN
"Seattle, WA","St. Louis, MO",2010-10-01,2011-07-01,AS
"Seattle, WA","St. Louis, MO",2011-07-01,2011-10-01,WN
"Seattle, WA","St. Louis, MO",2011-10-01,2012-04-01,AS
"Seattle, WA","St. Louis, MO",2012-04-01,2012-10-01,WN
"Seattle, WA","St. Louis, MO",2012-10-01,2013-07-01,AS
"Seattle, WA","St. Louis, MO",2013-07-01,2013-10-01,WN
"Seattle, WA","St. Louis, MO",2013-10-01,2018-07-01,AS
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2008-01-01,2009-01-01,DL
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2009-01-01,2009-10-01,AA
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2009-10-01,2010-01-01,WN
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2010-01-01,2010-04-01,AA
