city1,city2,start,end,carrier_low
"Salt Lake City, UT","St. Louis, MO",2017-10-01,2018-07-01,WN
"Las Vegas, NV","Reno, NV",2008-01-01,2008-04-01,WN
"Las Vegas, NV","Reno, NV",2008-04-01,2008-07-01,US
"Las Vegas, NV","Reno, NV",2008-07-01,2013-04-01,WN
"Las Vegas, NV","Reno, NV",2013-04-01,2018-07-01,G4
"New York City, NY (Metropolitan Area)","Reno, NV",2008-01-01,2008-04-01,US
"New York City, NY (Metropolitan Area)","Reno, NV",2008-07-01,2008-10-01,US
"New York City, NY (Metropolitan Area)","Reno, NV",2009-01-01,2009-04-01,AA
"New York City, NY (Metropolitan Area)","Reno, NV",2009-07-01,2009-10-01,DL
"New York City, NY (Metropolitan Area)","Reno, NV",2010-01-01,2010-04-01,DL
"New York City, NY (Metropolitan Area)","Reno, NV",2010-07-01,2010-10-01,AA
"New York City, NY (Metropolitan Area)","Reno, NV",2011-01-01,2011-04-01,DL
"New York City, NY (Metropolitan Area)","Reno, NV",2011-04-01,2011-07-01,AA
"New York City, NY (Metropolitan Area)","Reno, NV",2011-07-01,2011-10-01,WN
"New York City, NY (Metropolitan Area)","Reno, NV",2012-01-01,2012-10-01,WN
"New York City, NY (Metropolitan Area)","Reno, NV",2013-01-01,2014-01-01,WN
"New York City, NY (Metropolitan Area)","Reno, NV",2014-01-01,2014-04-01,AA
"New York City, NY (Metropolitan Area)","Reno, NV",2014-04-01,2014-10-01,WN
"New York City, NY (Metropolitan Area)","Reno, NV",2015-04-01,2018-07-01,B6
"Las Vegas, NV","Omaha, NE",2008-01-01,2008-04-01,DL
"Las Vegas, NV","Omaha, NE",2008-04-01,2008-07-01,WN
"Las Vegas, NV","Omaha, NE",2008-07-01,2008-10-01,F9
"Las Vegas, NV","Omaha, NE",2008-10-01,2009-01-01,WN
"Las Vegas, NV","Omaha, NE",2009-01-01,2009-04-01,UA
"Las Vegas, NV","Omaha, NE",2009-04-01,2010-10-01,F9
"Las Vegas, NV","Omaha, NE",2010-10-01,2011-01-01,CO
"Las Vegas, NV","Omaha, NE",2011-01-01,2017-10-01,F9
"Las Vegas, NV","Omaha, NE",2017-10-01,2018-07-01,G4
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2008-01-01,2008-04-01,WN
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2008-04-01,2008-07-01,NW
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2008-07-01,2008-10-01,FL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2008-10-01,2009-01-01,DL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2009-01-01,2009-07-01,NW
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2009-07-01,2010-01-01,FL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2010-01-01,2010-04-01,YX
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2010-04-01,2010-07-01,FL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2010-07-01,2011-01-01,DL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,WN
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2011-04-01,2011-07-01,AA
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2011-07-01,2011-10-01,WN
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2011-10-01,2013-04-01,DL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2013-04-01,2013-10-01,WN
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2013-10-01,2014-01-01,DL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2014-01-01,2014-07-01,WN
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2014-07-01,2014-10-01,DL
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2014-10-01,2015-01-01,WN
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2015-01-01,2015-07-01,NK
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2015-07-01,2016-01-01,AA
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2016-01-01,2018-07-01,G4
"Dallas/Fort Worth, TX","Pensacola, FL",2014-04-01,2014-10-01,WN
"Dallas/Fort Worth, TX","Pensacola, FL",2015-04-01,2015-07-01,DL
"Dallas/Fort Worth, TX","Pensacola, FL",2015-07-01,2015-10-01,WN
"Dallas/Fort Worth, TX","Pensacola, FL",2016-07-01,2016-10-01,WN
"Dallas/Fort Worth, TX","Pensacola, FL",2017-04-01,2017-10-01,WN
"Dallas/Fort Worth, TX","Pensacola, FL",2018-04-01,2018-07-01,WN
"Albany, NY","Las Vegas, NV",2008-01-01,2008-04-01,WN
"Albany, NY","Las Vegas, NV",2008-04-01,2008-07-01,CO
"Albany, NY","Las Vegas, NV",2008-07-01,2008-10-01,US
"Albany, NY","Las Vegas, NV",2008-10-01,2009-01-01,DL
"Albany, NY","Las Vegas, NV",2009-01-01,2009-10-01,CO
"Albany, NY","Las Vegas, NV",2009-10-01,2010-04-01,NW
"Albany, NY","Las Vegas, NV",2010-04-01,2010-07-01,DL
"Albany, NY","Las Vegas, NV",2010-07-01,2010-10-01,CO
"Albany, NY","Las Vegas, NV",2010-10-01,2011-01-01,DL
"Albany, NY","Las Vegas, NV",2011-01-01,2011-04-01,WN
"Albany, NY","Las Vegas, NV",2011-04-01,2011-07-01,CO
"Albany, NY","Las Vegas, NV",2011-07-01,2011-10-01,WN
"Albany, NY","Las Vegas, NV",2011-10-01,2012-01-01,CO
"Albany, NY","Las Vegas, NV",2012-01-01,2013-07-01,UA
"Albany, NY","Las Vegas, NV",2013-07-01,2013-10-01,WN
"Albany, NY","Las Vegas, NV",2013-10-01,2014-07-01,UA
"Albany, NY","Las Vegas, NV",2014-07-01,2016-07-01,WN
"Albany, NY","Las Vegas, NV",2016-07-01,2016-10-01,UA
"Albany, NY","Las Vegas, NV",2016-10-01,2017-04-01,WN
"Denver, CO","Memphis, TN",2008-01-01,2008-07-01,F9
"Denver, CO","Memphis, TN",2008-07-01,2009-01-01,FL
"Denver, CO","Memphis, TN",2014-01-01,2018-07-01,F9
"Las Vegas, NV","Louisville, KY",2008-01-01,2008-04-01,US
"Las Vegas, NV","Louisville, KY",2008-04-01,2008-10-01,F9
"Las Vegas, NV","Louisville, KY",2008-10-01,2009-01-01,WN
"Las Vegas, NV","Louisville, KY",2009-01-01,2009-07-01,CO
"Las Vegas, NV","Louisville, KY",2009-07-01,2009-10-01,NW
"Las Vegas, NV","Louisville, KY",2009-10-01,2010-01-01,AA
"Las Vegas, NV","Louisville, KY",2010-01-01,2010-04-01,WN
"Las Vegas, NV","Louisville, KY",2010-04-01,2010-07-01,DL
"Las Vegas, NV","Louisville, KY",2010-07-01,2012-07-01,WN
"Las Vegas, NV","Louisville, KY",2012-07-01,2013-01-01,DL
"Las Vegas, NV","Louisville, KY",2013-01-01,2014-10-01,WN
"Las Vegas, NV","Louisville, KY",2014-10-01,2015-01-01,DL
"Las Vegas, NV","Louisville, KY",2015-01-01,2015-10-01,WN
"Las Vegas, NV","Louisville, KY",2015-10-01,2016-01-01,DL
"Las Vegas, NV","Louisville, KY",2016-01-01,2017-10-01,WN
"Las Vegas, NV","Louisville, KY",2017-10-01,2018-07-01,G4
"Kansas City, MO","Milwaukee, WI",2008-01-01,2008-07-01,AA
"Kansas City, MO","Milwaukee, WI",2008-07-01,2009-01-01,NW
"Kansas City, MO","Milwaukee, WI",2009-04-01,2009-07-01,DL
"Kansas City, MO","Milwaukee, WI",2009-07-01,2009-10-01,UA
"Kansas City, MO","Milwaukee, WI",2009-10-01,2011-07-01,WN
"Kansas City, MO","Milwaukee, WI",2011-07-01,2012-07-01,F9
"Kansas City, MO","Milwaukee, WI",2012-07-01,2012-10-01,WN
"Kansas City, MO","Milwaukee, WI",2012-10-01,2013-04-01,DL
"Kansas City, MO","Milwaukee, WI",2013-04-01,2014-01-01,WN
"Kansas City, MO","Milwaukee, WI",2014-01-01,2014-07-01,UA
"Kansas City, MO","Milwaukee, WI",2014-07-01,2015-10-01,WN
"Kansas City, MO","Milwaukee, WI",2015-10-01,2016-01-01,DL
"Kansas City, MO","Milwaukee, WI",2016-01-01,2016-04-01,UA
"Kansas City, MO","Milwaukee, WI",2016-04-01,2018-07-01,WN
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2008-01-01,2009-04-01,B6
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2009-04-01,2009-10-01,DL
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2009-10-01,2016-01-01,B6
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2016-01-01,2018-04-01,VX
"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2018-04-01,2018-07-01,AS
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2008-01-01,2008-10-01,WN
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2008-10-01,2009-01-01,AS
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2009-01-01,2009-10-01,B6
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2009-10-01,2010-01-01,AS
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2010-01-01,2016-07-01,B6
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2016-07-01,2018-01-01,WN
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2018-01-01,2018-04-01,B6
"Los Angeles, CA (Metropolitan Area)","Portland, OR",2018-04-01,2018-07-01,WN
"Detroit, MI","Minneapolis/St. Paul, MN",2008-01-01,2008-04-01,DL
"Detroit, MI","Minneapolis/St. Paul, MN",2008-04-01,2008-07-01,AA
"Detroit, MI","Minneapolis/St. Paul, MN",2008-07-01,2008-10-01,DL
"Detroit, MI","Minneapolis/St. Paul, MN",2008-10-01,2009-01-01,UA
"Detroit, MI","Minneapolis/St. Paul, MN",2009-01-01,2009-07-01,AA
"Detroit, MI","Minneapolis/St. Paul, MN",2009-07-01,2009-10-01,UA
"Detroit, MI","Minneapolis/St. Paul, MN",2009-10-01,2010-01-01,AA
"Detroit, MI","Minneapolis/St. Paul, MN",2010-01-01,2010-04-01,NW
"Detroit, MI","Minneapolis/St. Paul, MN",2010-04-01,2010-07-01,UA
"Detroit, MI","Minneapolis/St. Paul, MN",2010-07-01,2010-10-01,WN
"Detroit, MI","Minneapolis/St. Paul, MN",2010-10-01,2011-01-01,SY
"Detroit, MI","Minneapolis/St. Paul, MN",2011-01-01,2011-04-01,AA
"Detroit, MI","Minneapolis/St. Paul, MN",2011-04-01,2012-04-01,UA
"Detroit, MI","Minneapolis/St. Paul, MN",2012-04-01,2012-10-01,NK
"Detroit, MI","Minneapolis/St. Paul, MN",2012-10-01,2013-07-01,UA
"Detroit, MI","Minneapolis/St. Paul, MN",2013-07-01,2014-01-01,WN
"Detroit, MI","Minneapolis/St. Paul, MN",2014-01-01,2014-04-01,AA
"Detroit, MI","Minneapolis/St. Paul, MN",2014-04-01,2015-01-01,NK
"Detroit, MI","Minneapolis/St. Paul, MN",2015-01-01,2015-04-01,WN
"Detroit, MI","Minneapolis/St. Paul, MN",2015-04-01,2016-01-01,NK
"Detroit, MI","Minneapolis/St. Paul, MN",2016-01-01,2016-04-01,WN
"Detroit, MI","Minneapolis/St. Paul, MN",2016-04-01,2017-01-01,NK
"Detroit, MI","Minneapolis/St. Paul, MN",2017-01-01,2017-04-01,AA
"Detroit, MI","Minneapolis/St. Paul, MN",2017-04-01,2018-07-01,NK
"Houston, TX","Las Vegas, NV",2008-01-01,2012-10-01,WN
"Houston, TX","Las Vegas, NV",2012-10-01,2016-07-01,NK
"Houston, TX","Las Vegas, NV",2016-07-01,2016-10-01,F9
"Houston, TX","Las Vegas, NV",2016-10-01,2018-07-01,NK
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2008-01-01,2010-10-01,WN
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2010-10-01,2011-01-01,CO
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2011-01-01,2011-07-01,WN
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2011-07-01,2011-10-01,CO
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2011-10-01,2012-01-01,WN
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2012-01-01,2012-07-01,UA
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2012-07-01,2013-10-01,WN
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2013-10-01,2014-01-01,SY
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2014-01-01,2014-10-01,WN
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",2015-10-01,2016-01-01,WN
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,CO
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2008-07-01,2009-01-01,DL
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2009-01-01,2009-10-01,CO
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2009-10-01,2010-01-01,AA
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2010-01-01,2010-07-01,DL
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2010-07-01,2010-10-01,AA
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2010-10-01,2011-01-01,DL
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2011-01-01,2012-04-01,AA
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2012-04-01,2012-07-01,WN
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2012-07-01,2013-01-01,AA
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2013-01-01,2013-10-01,WN
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2013-10-01,2014-04-01,US
"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",2014-04-01,2018-07-01,WN
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2008-01-01,2008-04-01,US
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2008-04-01,2008-10-01,FL
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2008-10-01,2009-04-01,US
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2009-04-01,2010-01-01,FL
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2010-01-01,2010-04-01,F9
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2010-04-01,2010-10-01,FL
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2010-10-01,2011-04-01,AS
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2011-04-01,2011-10-01,FL
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2011-10-01,2012-04-01,AS
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2012-04-01,2012-10-01,FL
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2012-10-01,2013-07-01,AS
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2013-07-01,2013-10-01,WN
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2013-10-01,2015-04-01,AS
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2015-04-01,2015-10-01,WN
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2015-10-01,2016-07-01,AS
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2016-07-01,2016-10-01,WN
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2016-10-01,2018-07-01,AS
"Phoenix, AZ","Salt Lake City, UT",2008-01-01,2008-04-01,DL
"Phoenix, AZ","Salt Lake City, UT",2008-04-01,2008-07-01,US
"Phoenix, AZ","Salt Lake City, UT",2008-07-01,2008-10-01,DL
"Phoenix, AZ","Salt Lake City, UT",2008-10-01,2009-01-01,US
"Phoenix, AZ","Salt Lake City, UT",2009-01-01,2010-01-01,DL
"Phoenix, AZ","Salt Lake City, UT",2010-01-01,2010-04-01,WN
"Phoenix, AZ","Salt Lake City, UT",2010-04-01,2011-01-01,DL
"Phoenix, AZ","Salt Lake City, UT",2011-01-01,2011-04-01,US
"Phoenix, AZ","Salt Lake City, UT",2011-04-01,2011-10-01,DL
"Phoenix, AZ","Salt Lake City, UT",2011-10-01,2012-07-01,US
"Phoenix, AZ","Salt Lake City, UT",2012-07-01,2012-10-01,DL
"Phoenix, AZ","Salt Lake City, UT",2012-10-01,2013-04-01,US
"Phoenix, AZ","Salt Lake City, UT",2013-04-01,2013-10-01,DL
"Phoenix, AZ","Salt Lake City, UT",2013-10-01,2014-10-01,US
"Phoenix, AZ","Salt Lake City, UT",2014-10-01,2015-01-01,DL
"Phoenix, AZ","Salt Lake City, UT",2015-01-01,2015-04-01,WN
"Phoenix, AZ","Salt Lake City, UT",2015-04-01,2015-10-01,DL
"Phoenix, AZ","Salt Lake City, UT",2015-10-01,2018-04-01,AA
"Phoenix, AZ","Salt Lake City, UT",2018-04-01,2018-07-01,WN
"Miami, FL (Metropolitan Area)","Portland, ME",2010-01-01,2010-04-01,CO
"Miami, FL (Metropolitan Area)","Portland, ME",2011-01-01,2011-04-01,B6
"Columbus, OH","Tampa, FL (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Columbus, OH","Tampa, FL (Metropolitan Area)",2008-07-01,2008-10-01,UA
"Columbus, OH","Tampa, FL (Metropolitan Area)",2008-10-01,2009-04-01,DL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2009-04-01,2009-10-01,FL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2009-10-01,2010-04-01,DL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2010-04-01,2010-07-01,FL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2010-07-01,2010-10-01,WN
"Columbus, OH","Tampa, FL (Metropolitan Area)",2010-10-01,2011-04-01,DL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2011-04-01,2011-10-01,WN
"Columbus, OH","Tampa, FL (Metropolitan Area)",2011-10-01,2012-10-01,DL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2012-10-01,2013-10-01,FL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2013-10-01,2014-04-01,DL
"Columbus, OH","Tampa, FL (Metropolitan Area)",2014-04-01,2018-07-01,G4
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2008-07-01,2008-10-01,FL
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2008-10-01,2009-01-01,WN
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2009-01-01,2009-04-01,CO
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2009-04-01,2009-07-01,FL
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2009-07-01,2009-10-01,CO
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2009-10-01,2010-01-01,VX
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2010-01-01,2011-01-01,B6
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011-01-01,2011-04-01,VX
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2011-04-01,2015-07-01,B6
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2015-07-01,2015-10-01,DL
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2015-10-01,2017-04-01,B6
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2017-04-01,2017-10-01,UA
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2017-10-01,2018-01-01,B6
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2018-01-01,2018-04-01,AA
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,UA
"Houston, TX","Seattle, WA",2008-01-01,2009-10-01,WN
"Houston, TX","Seattle, WA",2009-10-01,2015-04-01,AS
"Houston, TX","Seattle, WA",2015-04-01,2015-07-01,WN
"Houston, TX","Seattle, WA",2015-07-01,2015-10-01,AS
"Houston, TX","Seattle, WA",2015-10-01,2016-01-01,AA
"Houston, TX","Seattle, WA",2016-01-01,2016-10-01,AS
"Houston, TX","Seattle, WA",2016-10-01,2017-01-01,WN
"Houston, TX","Seattle, WA",2017-01-01,2017-07-01,AS
"Houston, TX","Seattle, WA",2017-07-01,2017-10-01,NK
"Houston, TX","Seattle, WA",2017-10-01,2018-07-01,AS
"Phoenix, AZ","Sioux Falls, SD",2008-01-01,2008-04-01,G4
"Phoenix, AZ","Sioux Falls, SD",2009-01-01,2009-04-01,G4
"Phoenix, AZ","Sioux Falls, SD",2010-01-01,2010-04-01,G4
"Phoenix, AZ","Sioux Falls, SD",2011-01-01,2012-07-01,G4
"Phoenix, AZ","Sioux Falls, SD",2013-01-01,2013-07-01,G4
"Phoenix, AZ","Sioux Falls, SD",2013-10-01,2014-07-01,G4
"Phoenix, AZ","Sioux Falls, SD",2014-10-01,2015-07-01,G4
"Phoenix, AZ","Sioux Falls, SD",2015-10-01,2016-07-01,G4
"Phoenix, AZ","Sioux Falls, SD",2016-10-01,2018-07-01,G4
"Houston, TX","St. Louis, MO",2008-01-01,2008-10-01,WN
"Houston, TX","St. Louis, MO",2008-10-01,2009-04-01,CO
"Houston, TX","St. Louis, MO",2009-04-01,2013-07-01,WN
"Houston, TX","St. Louis, MO",2013-07-01,2013-10-01,UA
"Houston, TX","St. Louis, MO",2013-10-01,2014-01-01,WN
"Houston, TX","St. Louis, MO",2014-01-01,2014-04-01,UA
"Houston, TX","St. Louis, MO",2014-04-01,2014-07-01,AA
"Houston, TX","St. Louis, MO",2014-07-01,2018-07-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2008-01-01,2008-10-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2008-10-01,2009-01-01,AA
"Phoenix, AZ","Raleigh/Durham, NC",2009-01-01,2009-07-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2009-07-01,2009-10-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2009-10-01,2010-04-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2010-04-01,2011-07-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2011-07-01,2011-10-01,AA
"Phoenix, AZ","Raleigh/Durham, NC",2011-10-01,2012-10-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2012-10-01,2013-01-01,UA
"Phoenix, AZ","Raleigh/Durham, NC",2013-01-01,2013-07-01,AA
"Phoenix, AZ","Raleigh/Durham, NC",2013-07-01,2014-01-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2014-01-01,2014-04-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2014-04-01,2014-10-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2014-10-01,2016-01-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2016-01-01,2016-10-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2016-10-01,2017-07-01,WN
"Phoenix, AZ","Raleigh/Durham, NC",2017-07-01,2017-10-01,DL
"Phoenix, AZ","Raleigh/Durham, NC",2017-10-01,2018-04-01,AA
"Phoenix, AZ","Raleigh/Durham, NC",2018-04-01,2018-07-01,WN
"Omaha, NE","Philadelphia, PA",2008-07-01,2008-10-01,NW
"Omaha, NE","Philadelphia, PA",2009-04-01,2009-07-01,NW
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2010-07-01,2010-10-01,FL
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2011-04-01,2011-07-01,AA
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2011-07-01,2011-10-01,UA
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2011-10-01,2012-01-01,AA
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2012-04-01,2013-01-01,FL
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2013-07-01,2013-10-01,WN
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2014-01-01,2014-04-01,WN
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2014-04-01,2014-10-01,FL
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2014-10-01,2015-10-01,WN
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2015-10-01,2016-01-01,AA
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",2016-01-01,2018-07-01,WN
"Austin, TX","Kansas City, MO",2008-01-01,2008-07-01,YX
"Austin, TX","Kansas City, MO",2008-07-01,2009-07-01,CO
"Austin, TX","Kansas City, MO",2009-07-01,2009-10-01,WN
"Austin, TX","Kansas City, MO",2009-10-01,2010-07-01,CO
"Austin, TX","Kansas City, MO",2010-07-01,2011-01-01,AA
"Austin, TX","Kansas City, MO",2011-01-01,2012-07-01,F9
"Austin, TX","Kansas City, MO",2012-07-01,2016-10-01,AA
"Austin, TX","Kansas City, MO",2016-10-01,2017-01-01,WN
"Austin, TX","Kansas City, MO",2017-01-01,2017-04-01,AA
"Austin, TX","Kansas City, MO",2017-04-01,2018-07-01,WN
"Amarillo, TX","Dallas/Fort Worth, TX",2008-01-01,2013-10-01,WN
"Amarillo, TX","Dallas/Fort Worth, TX",2013-10-01,2014-01-01,AA
"Amarillo, TX","Dallas/Fort Worth, TX",2014-01-01,2018-07-01,WN
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2010-07-01,2010-10-01,DL
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2010-10-01,2011-01-01,US
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2011-04-01,2012-01-01,US
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2012-07-01,2012-10-01,DL
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2012-10-01,2014-01-01,US
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2014-04-01,2015-01-01,US
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2015-04-01,2015-07-01,US
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2015-07-01,2016-01-01,AA
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2016-04-01,2016-10-01,AA
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2016-10-01,2017-01-01,UA
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2017-04-01,2017-07-01,UA
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2017-07-01,2017-10-01,DL
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2017-10-01,2018-01-01,UA
"Atlanta, GA (Metropolitan Area)","Syracuse, NY",2018-01-01,2018-04-01,B6
