city1,city2,start,end,carrier_low
"New York City, NY (Metropolitan Area)","Pensacola, FL",2017-10-01,2018-01-01,AA
"Albuquerque, NM","Seattle, WA",2008-01-01,2008-04-01,DL
"Albuquerque, NM","Seattle, WA",2008-04-01,2008-07-01,F9
"Albuquerque, NM","Seattle, WA",2008-07-01,2008-10-01,WN
"Albuquerque, NM","Seattle, WA",2008-10-01,2009-01-01,F9
"Albuquerque, NM","Seattle, WA",2009-01-01,2009-10-01,WN
"Albuquerque, NM","Seattle, WA",2009-10-01,2010-01-01,F9
"Albuquerque, NM","Seattle, WA",2010-01-01,2011-04-01,DL
"Albuquerque, NM","Seattle, WA",2011-04-01,2011-07-01,WN
"Albuquerque, NM","Seattle, WA",2011-07-01,2012-01-01,F9
"Albuquerque, NM","Seattle, WA",2012-01-01,2012-04-01,DL
"Albuquerque, NM","Seattle, WA",2012-04-01,2012-10-01,UA
"Albuquerque, NM","Seattle, WA",2012-10-01,2013-01-01,DL
"Albuquerque, NM","Seattle, WA",2013-01-01,2013-10-01,F9
"Albuquerque, NM","Seattle, WA",2013-10-01,2014-01-01,DL
"Albuquerque, NM","Seattle, WA",2014-01-01,2014-07-01,WN
"Albuquerque, NM","Seattle, WA",2014-07-01,2015-10-01,AS
"Albuquerque, NM","Seattle, WA",2015-10-01,2016-01-01,DL
"Albuquerque, NM","Seattle, WA",2016-01-01,2017-07-01,AS
"Albuquerque, NM","Seattle, WA",2017-07-01,2017-10-01,WN
"Albuquerque, NM","Seattle, WA",2017-10-01,2018-01-01,AS
"Albuquerque, NM","Seattle, WA",2018-01-01,2018-04-01,UA
"Albuquerque, NM","Seattle, WA",2018-04-01,2018-07-01,AS
"Miami, FL (Metropolitan Area)","New Orleans, LA",2008-01-01,2010-10-01,WN
"Miami, FL (Metropolitan Area)","New Orleans, LA",2010-10-01,2011-04-01,AA
"Miami, FL (Metropolitan Area)","New Orleans, LA",2011-04-01,2011-10-01,WN
"Miami, FL (Metropolitan Area)","New Orleans, LA",2011-10-01,2012-01-01,AA
"Miami, FL (Metropolitan Area)","New Orleans, LA",2012-01-01,2012-07-01,WN
"Miami, FL (Metropolitan Area)","New Orleans, LA",2012-07-01,2012-10-01,DL
"Miami, FL (Metropolitan Area)","New Orleans, LA",2012-10-01,2013-01-01,AA
"Miami, FL (Metropolitan Area)","New Orleans, LA",2013-01-01,2013-04-01,WN
"Miami, FL (Metropolitan Area)","New Orleans, LA",2013-04-01,2013-10-01,AA
"Miami, FL (Metropolitan Area)","New Orleans, LA",2013-10-01,2014-07-01,WN
"Miami, FL (Metropolitan Area)","New Orleans, LA",2014-07-01,2016-10-01,NK
"Miami, FL (Metropolitan Area)","New Orleans, LA",2016-10-01,2018-07-01,B6
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2008-01-01,2008-04-01,AA
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2008-04-01,2009-01-01,NW
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2009-01-01,2009-04-01,AA
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2009-04-01,2009-07-01,NW
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2009-07-01,2011-01-01,DL
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2011-01-01,2011-04-01,UA
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2011-04-01,2011-07-01,AA
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2011-07-01,2011-10-01,UA
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2011-10-01,2012-01-01,WN
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2012-01-01,2012-04-01,AA
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2012-04-01,2018-07-01,WN
"Detroit, MI","Miami, FL (Metropolitan Area)",2008-01-01,2018-07-01,NK
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2008-01-01,2011-10-01,B6
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2011-10-01,2012-01-01,AA
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2012-01-01,2012-07-01,WN
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2012-07-01,2012-10-01,B6
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2012-10-01,2013-01-01,AA
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2013-01-01,2017-07-01,WN
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2017-07-01,2017-10-01,B6
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2017-10-01,2018-07-01,WN
"Albuquerque, NM","Houston, TX",2008-01-01,2009-01-01,WN
"Albuquerque, NM","Houston, TX",2009-01-01,2009-04-01,CO
"Albuquerque, NM","Houston, TX",2009-04-01,2009-10-01,WN
"Albuquerque, NM","Houston, TX",2009-10-01,2010-01-01,CO
"Albuquerque, NM","Houston, TX",2010-01-01,2018-07-01,WN
"Denver, CO","Nashville, TN",2008-01-01,2008-04-01,WN
"Denver, CO","Nashville, TN",2008-04-01,2010-01-01,F9
"Denver, CO","Nashville, TN",2010-01-01,2010-04-01,WN
"Denver, CO","Nashville, TN",2010-04-01,2017-10-01,F9
"Denver, CO","Nashville, TN",2017-10-01,2018-01-01,WN
"Denver, CO","Nashville, TN",2018-01-01,2018-07-01,F9
"Greenville/Spartanburg, SC","Tampa, FL (Metropolitan Area)",2008-04-01,2008-10-01,G4
"Chicago, IL","Des Moines, IA",2008-01-01,2008-07-01,AA
"Chicago, IL","Des Moines, IA",2008-10-01,2009-01-01,AA
"Chicago, IL","Des Moines, IA",2009-04-01,2009-07-01,AA
"Chicago, IL","Des Moines, IA",2010-01-01,2010-07-01,UA
"Chicago, IL","Des Moines, IA",2010-07-01,2010-10-01,AA
"Chicago, IL","Des Moines, IA",2010-10-01,2011-01-01,UA
"Chicago, IL","Des Moines, IA",2012-10-01,2016-04-01,WN
"Chicago, IL","Des Moines, IA",2016-04-01,2018-07-01,UA
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2008-01-01,2008-04-01,NW
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2008-04-01,2008-10-01,FL
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2008-10-01,2009-01-01,F9
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2009-01-01,2009-04-01,NW
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2009-04-01,2009-10-01,FL
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2009-10-01,2010-01-01,YX
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2010-01-01,2010-04-01,FL
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2010-04-01,2010-10-01,YX
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2010-10-01,2011-04-01,FL
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2011-04-01,2011-07-01,F9
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2011-07-01,2012-07-01,FL
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2012-07-01,2012-10-01,WN
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2012-10-01,2013-01-01,UA
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2013-01-01,2013-10-01,WN
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2013-10-01,2014-07-01,UA
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2014-07-01,2016-10-01,WN
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2016-10-01,2017-01-01,UA
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2017-01-01,2017-07-01,WN
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2017-07-01,2017-10-01,DL
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2017-10-01,2018-01-01,UA
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2018-01-01,2018-07-01,WN
"Portland, OR","Tampa, FL (Metropolitan Area)",2008-01-01,2008-04-01,WN
"Portland, OR","Tampa, FL (Metropolitan Area)",2008-04-01,2008-07-01,DL
"Portland, OR","Tampa, FL (Metropolitan Area)",2008-07-01,2008-10-01,WN
"Portland, OR","Tampa, FL (Metropolitan Area)",2009-01-01,2009-07-01,CO
"Portland, OR","Tampa, FL (Metropolitan Area)",2010-01-01,2010-07-01,AA
"Portland, OR","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,AA
"Portland, OR","Tampa, FL (Metropolitan Area)",2011-04-01,2011-10-01,CO
"Portland, OR","Tampa, FL (Metropolitan Area)",2011-10-01,2012-04-01,AA
"Portland, OR","Tampa, FL (Metropolitan Area)",2012-04-01,2012-10-01,UA
"Portland, OR","Tampa, FL (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Portland, OR","Tampa, FL (Metropolitan Area)",2013-07-01,2013-10-01,US
"Portland, OR","Tampa, FL (Metropolitan Area)",2013-10-01,2014-01-01,UA
"Portland, OR","Tampa, FL (Metropolitan Area)",2014-01-01,2014-04-01,AA
"Portland, OR","Tampa, FL (Metropolitan Area)",2014-07-01,2014-10-01,US
"Portland, OR","Tampa, FL (Metropolitan Area)",2014-10-01,2015-04-01,AS
"Portland, OR","Tampa, FL (Metropolitan Area)",2015-04-01,2015-07-01,F9
"Portland, OR","Tampa, FL (Metropolitan Area)",2015-07-01,2015-10-01,AA
"Portland, OR","Tampa, FL (Metropolitan Area)",2015-10-01,2016-01-01,WN
"Portland, OR","Tampa, FL (Metropolitan Area)",2016-01-01,2016-04-01,AS
"Portland, OR","Tampa, FL (Metropolitan Area)",2016-04-01,2017-07-01,WN
"Portland, OR","Tampa, FL (Metropolitan Area)",2017-07-01,2017-10-01,UA
"Portland, OR","Tampa, FL (Metropolitan Area)",2017-10-01,2018-07-01,WN
"Buffalo, NY","New York City, NY (Metropolitan Area)",2008-01-01,2011-07-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2011-07-01,2012-01-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2012-01-01,2012-07-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2012-07-01,2012-10-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2012-10-01,2013-04-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2013-04-01,2013-10-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2013-10-01,2014-10-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2014-10-01,2015-01-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2015-01-01,2015-07-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2015-07-01,2015-10-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2015-10-01,2016-04-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2016-04-01,2017-01-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2017-01-01,2017-04-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2017-04-01,2017-07-01,DL
"Buffalo, NY","New York City, NY (Metropolitan Area)",2017-07-01,2018-01-01,B6
"Buffalo, NY","New York City, NY (Metropolitan Area)",2018-01-01,2018-07-01,DL
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2008-01-01,2011-04-01,FL
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2011-04-01,2011-07-01,US
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2011-07-01,2012-04-01,FL
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2012-04-01,2012-07-01,WN
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2012-07-01,2012-10-01,FL
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2012-10-01,2015-04-01,WN
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2015-04-01,2015-07-01,US
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2015-07-01,2015-10-01,WN
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2015-10-01,2016-01-01,AA
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2016-01-01,2016-04-01,WN
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2016-04-01,2016-07-01,AA
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2016-07-01,2016-10-01,F9
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2016-10-01,2017-01-01,AA
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2017-01-01,2018-07-01,WN
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2008-01-01,2011-04-01,FL
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011-04-01,2011-07-01,WN
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2011-07-01,2014-01-01,FL
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-01-01,2014-07-01,WN
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2014-07-01,2015-01-01,B6
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2015-01-01,2015-10-01,WN
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2015-10-01,2016-01-01,B6
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2016-04-01,2016-10-01,UA
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2016-10-01,2018-04-01,WN
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,AA
"Hartford, CT","San Diego, CA",2008-01-01,2008-04-01,WN
"Hartford, CT","San Diego, CA",2008-04-01,2008-07-01,DL
"Hartford, CT","San Diego, CA",2008-07-01,2008-10-01,CO
"Hartford, CT","San Diego, CA",2008-10-01,2009-01-01,DL
"Hartford, CT","San Diego, CA",2009-01-01,2009-04-01,WN
"Hartford, CT","San Diego, CA",2009-04-01,2009-07-01,DL
"Hartford, CT","San Diego, CA",2009-07-01,2010-01-01,AA
"Hartford, CT","San Diego, CA",2010-01-01,2010-04-01,WN
"Hartford, CT","San Diego, CA",2010-04-01,2011-01-01,UA
"Hartford, CT","San Diego, CA",2011-01-01,2011-04-01,AA
"Hartford, CT","San Diego, CA",2011-04-01,2011-07-01,WN
"Hartford, CT","San Diego, CA",2011-07-01,2011-10-01,DL
"Hartford, CT","San Diego, CA",2011-10-01,2012-01-01,AA
"Hartford, CT","San Diego, CA",2012-01-01,2012-04-01,WN
"Hartford, CT","San Diego, CA",2012-07-01,2013-01-01,UA
"Hartford, CT","San Diego, CA",2013-01-01,2013-04-01,WN
"Hartford, CT","San Diego, CA",2013-07-01,2013-10-01,WN
"Hartford, CT","San Diego, CA",2014-07-01,2014-10-01,WN
"Hartford, CT","San Diego, CA",2014-10-01,2015-01-01,UA
"Hartford, CT","San Diego, CA",2015-04-01,2015-07-01,UA
"Hartford, CT","San Diego, CA",2015-07-01,2015-10-01,WN
"Hartford, CT","San Diego, CA",2016-04-01,2017-01-01,WN
"Hartford, CT","San Diego, CA",2017-04-01,2018-01-01,UA
"New York City, NY (Metropolitan Area)","Tallahassee, FL",2008-10-01,2009-01-01,DL
"New York City, NY (Metropolitan Area)","Tallahassee, FL",2009-10-01,2010-01-01,US
"Atlanta, GA (Metropolitan Area)","Quad Cities, IL (Metropolitan Area)",2008-01-01,2010-01-01,FL
"Atlanta, GA (Metropolitan Area)","Quad Cities, IL (Metropolitan Area)",2010-04-01,2011-01-01,FL
"Chicago, IL","Knoxville, TN",2008-07-01,2009-01-01,AA
"Chicago, IL","Knoxville, TN",2009-04-01,2010-01-01,AA
"Chicago, IL","Knoxville, TN",2010-07-01,2010-10-01,UA
"Chicago, IL","Knoxville, TN",2010-10-01,2011-01-01,AA
"Chicago, IL","Knoxville, TN",2011-04-01,2012-01-01,AA
"Chicago, IL","Knoxville, TN",2012-04-01,2012-07-01,AA
"Chicago, IL","Knoxville, TN",2012-07-01,2012-10-01,US
"Chicago, IL","Knoxville, TN",2012-10-01,2013-01-01,AA
"Chicago, IL","Knoxville, TN",2013-04-01,2014-01-01,US
"Chicago, IL","Knoxville, TN",2014-04-01,2014-07-01,DL
"Chicago, IL","Knoxville, TN",2014-07-01,2014-10-01,F9
"Chicago, IL","Knoxville, TN",2014-10-01,2015-01-01,DL
"Chicago, IL","Knoxville, TN",2015-04-01,2016-01-01,DL
"Chicago, IL","Knoxville, TN",2016-04-01,2016-07-01,AA
"Chicago, IL","Knoxville, TN",2016-07-01,2016-10-01,DL
"Chicago, IL","Knoxville, TN",2016-10-01,2017-01-01,AA
"Chicago, IL","Knoxville, TN",2017-04-01,2017-07-01,AA
"Chicago, IL","Knoxville, TN",2017-07-01,2017-10-01,UA
"Chicago, IL","Knoxville, TN",2017-10-01,2018-01-01,AA
"Chicago, IL","Knoxville, TN",2018-04-01,2018-07-01,AA
"Columbus, OH","Orlando, FL",2008-01-01,2008-10-01,WN
"Columbus, OH","Orlando, FL",2008-10-01,2011-01-01,FL
"Columbus, OH","Orlando, FL",2011-01-01,2011-07-01,WN
"Columbus, OH","Orlando, FL",2011-07-01,2012-01-01,FL
"Columbus, OH","Orlando, FL",2012-01-01,2012-07-01,WN
"Columbus, OH","Orlando, FL",2012-07-01,2013-01-01,FL
"Columbus, OH","Orlando, FL",2013-01-01,2013-04-01,WN
"Columbus, OH","Orlando, FL",2013-04-01,2013-07-01,FL
"Columbus, OH","Orlando, FL",2013-07-01,2013-10-01,DL
"Columbus, OH","Orlando, FL",2013-10-01,2017-01-01,WN
"Columbus, OH","Orlando, FL",2017-01-01,2018-01-01,F9
"Columbus, OH","Orlando, FL",2018-01-01,2018-07-01,NK
"Phoenix, AZ","Portland, OR",2008-01-01,2008-07-01,WN
"Phoenix, AZ","Portland, OR",2008-07-01,2009-01-01,AS
"Phoenix, AZ","Portland, OR",2009-01-01,2009-04-01,WN
"Phoenix, AZ","Portland, OR",2009-04-01,2012-07-01,AS
"Phoenix, AZ","Portland, OR",2012-07-01,2013-01-01,WN
"Phoenix, AZ","Portland, OR",2013-01-01,2014-04-01,AS
"Phoenix, AZ","Portland, OR",2014-04-01,2014-07-01,WN
"Phoenix, AZ","Portland, OR",2014-07-01,2015-01-01,AS
"Phoenix, AZ","Portland, OR",2015-01-01,2015-04-01,WN
"Phoenix, AZ","Portland, OR",2015-04-01,2015-10-01,AS
"Phoenix, AZ","Portland, OR",2015-10-01,2016-01-01,WN
"Phoenix, AZ","Portland, OR",2016-01-01,2016-07-01,AS
"Phoenix, AZ","Portland, OR",2016-07-01,2017-04-01,WN
"Phoenix, AZ","Portland, OR",2017-04-01,2017-10-01,AS
"Phoenix, AZ","Portland, OR",2017-10-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2008-01-01,2008-04-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2008-04-01,2008-07-01,NW
"Boston, MA (Metropolitan Area)","Louisville, KY",2008-07-01,2008-10-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2008-10-01,2009-07-01,CO
"Boston, MA (Metropolitan Area)","Louisville, KY",2009-07-01,2010-01-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2010-01-01,2010-07-01,CO
"Boston, MA (Metropolitan Area)","Louisville, KY",2010-07-01,2010-10-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2010-10-01,2011-01-01,CO
"Boston, MA (Metropolitan Area)","Louisville, KY",2011-01-01,2012-01-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2012-01-01,2012-07-01,UA
"Boston, MA (Metropolitan Area)","Louisville, KY",2012-07-01,2012-10-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2012-10-01,2013-01-01,US
"Boston, MA (Metropolitan Area)","Louisville, KY",2013-01-01,2013-04-01,UA
"Boston, MA (Metropolitan Area)","Louisville, KY",2013-04-01,2013-07-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2013-07-01,2013-10-01,US
"Boston, MA (Metropolitan Area)","Louisville, KY",2013-10-01,2014-01-01,UA
"Boston, MA (Metropolitan Area)","Louisville, KY",2014-04-01,2015-01-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2015-04-01,2016-01-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2016-04-01,2017-01-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2017-04-01,2018-01-01,WN
"Boston, MA (Metropolitan Area)","Louisville, KY",2018-04-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Des Moines, IA",2013-04-01,2013-07-01,WN
"Dallas/Fort Worth, TX","Des Moines, IA",2013-07-01,2014-04-01,F9
"Dallas/Fort Worth, TX","Des Moines, IA",2014-04-01,2015-01-01,UA
"Dallas/Fort Worth, TX","Des Moines, IA",2015-01-01,2015-04-01,WN
"Dallas/Fort Worth, TX","Des Moines, IA",2015-04-01,2015-10-01,DL
"Dallas/Fort Worth, TX","Des Moines, IA",2015-10-01,2016-04-01,UA
"Dallas/Fort Worth, TX","Des Moines, IA",2016-04-01,2017-04-01,WN
"Dallas/Fort Worth, TX","Des Moines, IA",2017-04-01,2017-07-01,UA
"Dallas/Fort Worth, TX","Des Moines, IA",2017-07-01,2018-04-01,WN
"Dallas/Fort Worth, TX","Des Moines, IA",2018-04-01,2018-07-01,UA
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2008-04-01,2008-07-01,CO
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2008-07-01,2008-10-01,DL
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2008-10-01,2009-10-01,CO
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2010-01-01,2010-10-01,UA
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2010-10-01,2011-01-01,AA
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2011-04-01,2011-10-01,AA
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2011-10-01,2012-01-01,UA
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2012-04-01,2012-10-01,UA
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2013-07-01,2013-10-01,WN
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2014-07-01,2014-10-01,WN
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2015-04-01,2015-10-01,WN
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2016-04-01,2016-10-01,WN
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2017-04-01,2017-10-01,WN
"Norfolk, VA (Metropolitan Area)","Seattle, WA",2018-04-01,2018-07-01,AA
"Kansas City, MO","San Antonio, TX",2008-01-01,2008-10-01,AA
"Kansas City, MO","San Antonio, TX",2008-10-01,2009-07-01,CO
"Kansas City, MO","San Antonio, TX",2009-07-01,2010-01-01,AA
"Kansas City, MO","San Antonio, TX",2010-01-01,2010-04-01,WN
"Kansas City, MO","San Antonio, TX",2010-04-01,2010-07-01,CO
"Kansas City, MO","San Antonio, TX",2010-07-01,2011-04-01,AA
"Kansas City, MO","San Antonio, TX",2011-04-01,2011-07-01,CO
"Kansas City, MO","San Antonio, TX",2011-07-01,2012-01-01,F9
"Kansas City, MO","San Antonio, TX",2012-01-01,2013-07-01,AA
"Kansas City, MO","San Antonio, TX",2013-07-01,2013-10-01,UA
"Kansas City, MO","San Antonio, TX",2013-10-01,2016-10-01,AA
"Kansas City, MO","San Antonio, TX",2016-10-01,2018-07-01,WN
"Houston, TX","Lubbock, TX",2008-01-01,2008-04-01,CO
"Houston, TX","Lubbock, TX",2008-04-01,2008-10-01,WN
"Houston, TX","Lubbock, TX",2008-10-01,2011-10-01,CO
"Houston, TX","Lubbock, TX",2011-10-01,2012-01-01,WN
"Houston, TX","Lubbock, TX",2012-01-01,2012-07-01,UA
"Houston, TX","Lubbock, TX",2012-07-01,2012-10-01,WN
"Houston, TX","Lubbock, TX",2012-10-01,2013-01-01,UA
"Houston, TX","Lubbock, TX",2013-01-01,2013-04-01,WN
"Houston, TX","Lubbock, TX",2013-04-01,2014-01-01,UA
"Houston, TX","Lubbock, TX",2014-01-01,2015-01-01,WN
"Houston, TX","Lubbock, TX",2015-01-01,2015-04-01,UA
"Houston, TX","Lubbock, TX",2015-04-01,2015-10-01,WN
"Houston, TX","Lubbock, TX",2015-10-01,2016-01-01,AA
"Houston, TX","Lubbock, TX",2016-01-01,2016-10-01,UA
"Houston, TX","Lubbock, TX",2016-10-01,2017-07-01,WN
"Houston, TX","Lubbock, TX",2017-10-01,2018-07-01,WN
"Albany, NY","Atlanta, GA (Metropolitan Area)",2012-04-01,2013-07-01,WN
"Albany, NY","Atlanta, GA (Metropolitan Area)",2013-07-01,2014-01-01,US
"Albany, NY","Atlanta, GA (Metropolitan Area)",2014-04-01,2015-01-01,WN
"Albany, NY","Atlanta, GA (Metropolitan Area)",2015-04-01,2015-07-01,WN
"Albany, NY","Atlanta, GA (Metropolitan Area)",2015-07-01,2016-07-01,AA
"Albany, NY","Atlanta, GA (Metropolitan Area)",2016-07-01,2017-01-01,WN
"Albany, NY","Atlanta, GA (Metropolitan Area)",2017-01-01,2017-04-01,AA
"Albany, NY","Atlanta, GA (Metropolitan Area)",2017-04-01,2017-10-01,WN
"Albany, NY","Atlanta, GA (Metropolitan Area)",2017-10-01,2018-01-01,DL
"Albany, NY","Atlanta, GA (Metropolitan Area)",2018-01-01,2018-07-01,WN
"Cincinnati, OH","Fort Myers, FL",2008-01-01,2009-10-01,U5
"Cincinnati, OH","Fort Myers, FL",2009-10-01,2010-01-01,DL
"Cincinnati, OH","Fort Myers, FL",2010-01-01,2010-07-01,U5
"Cincinnati, OH","Fort Myers, FL",2010-10-01,2011-10-01,U5
"Cincinnati, OH","Fort Myers, FL",2011-10-01,2012-07-01,DL
"Cincinnati, OH","Fort Myers, FL",2012-10-01,2013-07-01,DL
"Cincinnati, OH","Fort Myers, FL",2013-10-01,2014-07-01,US
"Cincinnati, OH","Fort Myers, FL",2014-10-01,2015-01-01,AA
"Cincinnati, OH","Fort Myers, FL",2015-01-01,2015-04-01,UA
"Cincinnati, OH","Fort Myers, FL",2015-04-01,2016-07-01,F9
"Cincinnati, OH","Fort Myers, FL",2016-10-01,2018-07-01,F9
"Salt Lake City, UT","St. Louis, MO",2008-01-01,2008-10-01,WN
"Salt Lake City, UT","St. Louis, MO",2008-10-01,2009-01-01,DL
"Salt Lake City, UT","St. Louis, MO",2009-01-01,2009-07-01,WN
"Salt Lake City, UT","St. Louis, MO",2009-07-01,2009-10-01,DL
"Salt Lake City, UT","St. Louis, MO",2009-10-01,2010-04-01,WN
"Salt Lake City, UT","St. Louis, MO",2010-04-01,2010-07-01,F9
"Salt Lake City, UT","St. Louis, MO",2010-07-01,2011-07-01,WN
"Salt Lake City, UT","St. Louis, MO",2011-07-01,2012-07-01,F9
"Salt Lake City, UT","St. Louis, MO",2012-07-01,2012-10-01,WN
"Salt Lake City, UT","St. Louis, MO",2012-10-01,2013-01-01,F9
"Salt Lake City, UT","St. Louis, MO",2013-01-01,2013-10-01,WN
"Salt Lake City, UT","St. Louis, MO",2013-10-01,2014-07-01,F9
"Salt Lake City, UT","St. Louis, MO",2014-07-01,2014-10-01,WN
"Salt Lake City, UT","St. Louis, MO",2014-10-01,2015-07-01,F9
"Salt Lake City, UT","St. Louis, MO",2015-07-01,2015-10-01,WN
"Salt Lake City, UT","St. Louis, MO",2015-10-01,2016-10-01,AA
"Salt Lake City, UT","St. Louis, MO",2016-10-01,2017-07-01,WN
"Salt Lake City, UT","St. Louis, MO",2017-07-01,2017-10-01,F9
